,text,target
354,"Last Tuesday (2023-07-02), a major landslide struck Jhyale Bhir in Bhotekoshi Rural Municipality-5, Sindhupalchok district, Bagmati province. Initial reports indicate that several homes have been badly impacted due to the hazard, with at least one home destroyed. The cause of the landslide is uncertain, and investigations are ongoing.",1
355,"Heavy rainfall inundated the Pipal Danda in Bhojpur Municipality-11, Koshi district on 2nd July 2023. The municipality is flooded due to heavy downpour and is facing a great vulnerability.",1
356,"Thunderbolts hit Belaha locality of Khadak Municipality-10 in Saptari District, Madhesh Province on July 2nd, 2023. Damages were reported in homes and nearby areas.",1
357,"A massive fire occurred yesterday at Thulagada, Shikhar Municipality-2, Doti, Sudurpashchim Province. Fire broke out at around 10PM on 2nd July 2023 causing widespread damage. The cause of the fire is being investigated.",1
358,"On July 2nd, 2023, a devastating fire erupted in Thumbedin, Phaktanglung-6, in the district of Taplejung in the Koshi Province. The fire caused extensive damage in the village before it was finally extinguished. Local authorities are presently investigating the cause of the fire.",1
359,"A raging fire consumed several properties in the Rohanibhuji village of Tikapur Municipality-9 in Kailali district on 2nd July 2023. Over five hundred households were affected by the incident, causing massive destruction. The Sudurpashchim provincial government has launched relief efforts for the victims.",1
360,"A landslide occurred on July 2nd, 2023 in Barha Kila, located at Ward 2 of Thakre Rural Municipality in Dhading District of Bagmati Province. Local people in Barha Kila are encouraged to take precautionary measures and remain alert for any further information regarding the landslide.",1
361,"Fire erupted at Bhakkad in Shivaraj Municipality-9, Kapilbastu district, Lumbini province on July 2, 2023. The cause of the fire is currently unknown. Local authorities have launched rescue and relief operations in the area.",1
362,"2023-07-02: A massive landslide at Dholyamod, Surnaya Rural Municipality-5, Baitadi District in Sudurpashchim Province damaged homes and blocked roads along with claiming several lives. Relief and rescue efforts have been put into action immediately.",1
363,"Thunderbolt strikes at Dainiya in Pragati Tole, Belbari Municipality-8 on 2023-07-02. A house was damaged due to the incident. The incident occured in Koshi district's Morang, Belbari along Ward-8. According to eye witnesses, no casualties reported.",1
364,"Fire engulfed three houses of Adheri Aaladanda, Siddhicharan Municipality-3 on 2023-07-02. The fire destroyed much of the property. No casualties have been reported. Relief operations by locals and concerned authorities are underway.",1
365,"On 2023-07-01, a devastating landslide occurred in Dhaireni, Mathagadhi Rural Municipality-1, Palpa, Lumbini. Preliminary reports suggest large scale destruction caused by the landslide. Rescue and relief efforts are ongoing.",1
366,"A landslide occurred at Tinlakuri, Tansen Municipality-5 on 2023-07-01. The natural disaster is believed to have been caused by heavy monsoon rains in Lumbini district, Palpa. Villagers nearby have been warned to stay away and seek a safe refuge.",1
367,"Fire engulfed the residential area of Jhaukhel, Ward 3 in Changunarayan Municipality, Bhaktapur district on July 1, 2023. The fire caused significant property losses but no casualties. The cause of the fire is still unknown.",1
368,"A fire broke out at Godak - Jauwari in Illam Municipality-10, Koshi district on July 1, 2023. The incident caused destruction in the surroundings. Investigations into the cause of this incident are underway.",1
369,"On July 1, a large landslide occurred at Barha Kila in Thakre Rural Municipality-2 in Dhading district of Bagmati province. The nearby houses were totally damaged while many were displaced due to the impact of the landslide. An investigation is underway to determine the exact cause of the disaster.",1
370,"On July 1st, 2023, a devastating landslide occurred on Narayanghat-Muglin Highway in Bharatpur Metropolitan City-14, Chitwan district of Bagmati province. The landslide caused significant destruction to infrastructure and roads. Local services have been working to clear the mess and those affected are being provided relief.",1
371,"01 July 2023, a landslide occurred at Gaude in Tansen-8, Palpa district, Lumbini province. There have been no reports of casualties or damages.",1
372,A devastating landslide has occurred at Kodrekhola in Sitganga Municipality-12 of Lumbini district on 2023-07-01. Houses and fields have been damaged by this natural disaster. An immediat emergency rescue team and relief materials have been dispatched to the affected area.,1
373,"On July 1, 2023, Molung Rural Municipality-1 in Koshi district's Okhaldhunga was struck by a devastating Landslide. The municipality is evaluating the consequences, and is providing emergency support to those affected.",1
374,"A devastating landslide struck Siddhababa Mandhir in Tinau Rural Municipality-3, Palpa, Lumbini on July 1, 2023. The community has suffered immense losses as a result of the landslide. Residents are worried about the safety of future generations. Relief efforts are currently underway in the area to help those affected.",1
375,"A massive Landslide swept through Kaude Bhir and Matdanda in Bulingtar Rural Municipality-1 of Nawalparasi East, Gandaki, on July 1, 2023. Reports of casualties and damages remain unknown. Emergency response teams have been deployed and rescue operations are underway.",1
376,"A major landslide occurred at Tallo Baisari of Raghuganga Rural Municipality-3 in Myagdi district, Gandaki Province on 01 July 2023. With the monsoon season just getting underway, next few months are likely to be risky for living in hilly and landslide-prone areas.",1
377,"On Wednesday, July 1, 2023, a massive landslide occurred in Sahadikhola, Rambha Rural Municipality-1 in Palpa district of Lumbini province. There were no reports of casualties, but properties were damaged due to the slide. Local authorities have begun an investigation into the landslide.",1
378,"Landslide on July 1 submerged seven houses in Simalchawr and Garjeni of Mandavi Rural Municipality Ward 1, Pyuthan in Lumbini Province. No casualties have been reported. Rescue teams are clearing the debris off the roads.",1
379,"On 2023-07-01, a devastating landslide occurred at Bhuwanpata, Ward 2 of Sitganga Municipality in Arghakhanchi district of Lumbini province. There is no report of injury or loss of lives yet. Emergency services are on-site conducting rescue and relief operations.",1
380,"On 2023-07-01, a devastating landslide occurred in Ward 7 of Bhumekasthan Municipality in the Arghakhanchi District of Lumbini Province. The loss of life and property has yet to be determined.",1
381,"On 2023-07-01, a devastating fire broke out in Tarapatti, Ward 7 of Mithila Municipality in Dhanusa district of Madhesh province. Firefighters worked hard to contain the spread of the fire, bringing it under control in the evening. The cause of the fire remains unknown.",1
382,"On July 1, 2023, a landslide hit Khayan in Ward 10 of Bhumekasthan Municipality in Arghakhanchi District, Lumbini Province. No casualties have been reported so far. Relief teams have been dispatched for aiding the affected people.",1
383,"On 2023-07-01, a devastating landslide occurred at Ghumti of Panini Rural Municipality-7, in Arghakhanchi district of Lumbini province. The incident caused significant damages to the infrastructure and residents of the Ward 7. Rescue teams have rushed to the scene and are leading operations.",1
384,"A fire broke out at Batum in Simkot Rural Municipality Ward 8, Humla district of Karnali province on July 1, 2023. Details of the incident are still unknown.",1
385,"A disastrous landslide occurred on 2023-07-01 in Suwachheda of Mahabu Rural Municipality-2, Dailekh district, in Karnali province. Residents have been severely affected, as numerous homes have been damaged and blocked roads are causing important services like power and water shortages.",1
386,"On July 1, 2023 a deadly landslide occurred in Rudrabeni of Ruru Rural Municipality-2, Gulmi in Lumbini province. The landslide caused destruction demolishing building and disrupting daily activities. Fortunately, no casualties were reported. Various offices within the municipality responded to the disaster and are currently devising measures to restore normalcy in the community.",1
387,"A deadly landslide occurred on July 1, 2023 in Syaulibazar, Rampur Municipality-1 in Palpa District of Lumbini Province. Hundreds of homes were destroyed and families in the ward were left stranded. Rescue operations are ongoing.",1
388,"On 2023-07-01 a landslide occurred at Bhagobari, Rolpa Municipality Ward 10, in Rolpa district, Lumbini province. Local authorities were informed and are investigating the incident.",1
389,"Heavy rainfall caused disruption in Katniya, Buddhabhumi Municipality-8, Lumbini, Kapilbastu on July 1, 2023. The strong downpour resulted in heavy flooding, damaging many properties in the area leaving residents seeking aid from the authorities.",1
390,"Fire broke out in Dhangadhi Submetropolitan City-8 on July 1, 2023. Property worth tens of millions has been destroyed in the incident that took place in Sudurpashchim province's Kailali district. Locals are struggling to bring the situation under control.",1
391,"Flood wreaked havoc in Tikulipur, Rapti Sonari Rural Municipality-2 in Lumbini's Banke district on July 1. The worst affected was Ward 2 of the municipality where extensive damage to property was reported. Residents are now struggling in the aftermath.",1
392,"A devastating landslide occurred in Dovan, Mathagadhi Rural Municipality-1, Palpa on July 1st, 2023. Residents of the area are still trying to recover from the destructive force of the incident. All necessary rescue and assistance organizations have been mobilized into the affected area. Citizens have been advised to seek shelter in safe zones.",1
393,"Residents of Ward 1, Marchawari Rural Municipality, Rupandehi were hit by heavy rainfall on July 1, 2023. Floods caused major losses, displacing residents and destroying property in the area. Authorities have warned citizens to take precautions.",1
394,"Fire broke out at Muraiya in Rajapur Municipality-3 in Lumbini's Bardiya district on July 1, 2023. No one was injured as a result of this disaster. Local administration is currently on the scene to contain the fire.",1
395,"The people of Ward 2 of Panini Rural Municipality in Arghakhanchi District, Lumbini Province were affected by a major landslide at the Damar Saaljhandi-Dhorpatan highway on 1st July 2023. Authorities are working on clearing the debris.",1
396,"On 2023-07-01, a landslide occurred in Birauta, Ward 17 of Pokhara Lekhnath Metropolitan City in Kaski District of Gandaki Province. Fortunately, there have been no reported casualties so far.",1
397,"On 2023/06/30, a landslide occurred in Dhaireni, Mathagadhi Rural Municipality Ward 1, Palpa, Lumbini. No casualties have been reported. Local authorities are monitoring the situation and recovery operations have been initiated.",1
398,"Heavy Rainfall brought destruction to Simalbaur, Mandavi Rural Municipality-1 on June 30, 2023. Over 10 inches of rainfall triggered an emergency in Lumbini district's Pyuthan municipality, Ward 1. Floods flooded the area, transforming it into an ocean of misfortune. The local authorities are doing their best to provide relief to the people.",1
399,"A massive landslide occurred on Tuesday, June 30, 2023 at Panebanj in Shailyashikhar Municipality, Ward 6 of Darchula District, Sudurpashchim Province. Heavy rainfall was reported in the area. No casualties have been reported. Relief and rescue operations are underway.",1
400,"On June 30, 2023 a massive fire erupted at Lakhantole in Ward 6 of SakhuwaPrasauni Rural Municipality of Parsa district in Madhesh Province. Firefighters are doing their best to douse the burning. An investigation is underway to determine the cause of the fire.",1
401,"A massive landslide occurred at Thasang Rural Municipality-4, Kavrebhir, Gandaki on June 30, 2023. District Mustang and the local Municipality are struggling to manage the hazardous situation. Search and rescue operations are ongoing.",1
402,"Local News

A massive landslide took place at Bhuwanpata in Sitganga Municipality-2, Arghakhanchi district, Lumbini province on June 30, 2023. The fast stream of a local river triggered the landslide which spread mud and gravel over the large portion of the village. An investigation is underway by relevant authorities.",1
403,"On June 30, 2023, a landslide caused destruction at Tinlakuri, Tansen Municipality-5 in Palpa district, Lumbini province. Reports suggest around 10 households were affected. It is still unclear what caused the landslide.",1
404,"9

A landslide occurred in Bhalukhola/ Pangdur Dolma, a ward of Lalitpur Metropolitan City-3 in the Bagmati Province on June 30, 2023. According to the AI of 9, evacuation has been urged and people are taking shelter at the Red Cross and nearby areas. Local authorities are monitoring the situation to ensure earthquake safety measures are in place.",1
405,"A landslide occurred in the Bheltadi area of Mahabu Rural Municipality-2, Dailekh district in Karnali Province on June 30, 2023. No casualty was reported due to the incident. The authorities are carrying out rescue and relief activities in the affected area.",1
406,"On 30 June 2023, a landslide occurred in Dhade Danda, Sangurigadhi Rural Municipality-5, located in Dhankuta District, Koshi Province. Local authorities conducted rescue operations at the affected site, but no casualties were reported. Further investigations are underway.",1
407,"A deadly landslide occurred in Tallo Baisari, Raghuganga Rural Municipality-3, Myagdi district, in Gandaki Province on June 30, 2023. Residents reported that the landslide destroyed several homes in the area. Rescue teams were immediately dispatched to save those affected by the tragedy.",1
408,"At approximately 4:10 PM local time on June 30, 2023, a landslide struck Pachaljharana Rural Municipality-3 in Kalikot district in Karnali province. The incident resulted in substantial property loss and concern among locals of further damages.",1
409,A fire raged through Ward 4 in the Haripur Municipality of Sarlahi on 2023-06-30. The fire in Dumariya posed a huge risk and overloaded the local public services. The municipality is currently investigating the cause of the incident.,1
410,"On Wednesday (30 June, 2023), a massive landslide occurred in Ward 8 of Inaruwa Municipality, Sunsari district in the Koshi province. The landslide destroyed 5 houses at Satra Number and displaced over 60 families. Medical teams have been dispatched to provide emergency aid and the government is providing relief to the affected people.",1
411,"On 30th June 2023, a severe landslide occurred at Jay Prithvi Rajmarga of Surnaya Rural Municipality-8, Baitadi, Sudurpashchim Province. The incident caused significant disruption, though no loss of life was reported. The local authorities have taken necessary measures to clear the debris and restore the area.",1
412,"Heavy rain caused flooding in Sodasa of Mellekh Rural Municipality-6, Achham District of Sudurpashchim Province on 30th June, 2023. Reports of people scrambling for safety have been recorded. Immediate evacuations and government response is underway.",1
413,"On June 30, 2023, a massive landslide hit Surnaya Rural Municipality-8, Baitadi district in Sudurpashchim Province. The incident destroyed several infrastructure and wreaked havoc in the area. People are urged to take preventive measures against similar disasters.",1
414,"A landslide occurred at Dahakhola, Panini Rural Municipality-7 in Arghakhanchi district, Lumbini province on June 30, 2023. Local residents were affected by the incident and are asking for support and aid.",1
415,"A massive fire has engulfed the Palase area of Bhaktapur Municipality-9, in Bagmati, on 30th June 2023. The fire destroyed multiple houses and shops leaving residents shocked. Several fire engines were deployed to contain the situation. Relief operations initiated by the municipality are still going on to help the affected.",1
416,Fire engulfed the entire ward two of Ishanath Municipality in Rautahat District of Madhesh Province on 30th June 2023. People have been rescued and evacuated by police and fire brigade personnel as the situation became uncontrollable. The cause of fire is still under investigation.,1
417,"Atleast two houses were destroyed due to heavy rainfall in Bakhor of Bhumekasthan Municipality-7, Arghakhanchi district, Lumbini province on June 30, 2023. Two families had to be relocated due to the incident, the local municipality reports.",1
418,"Fire at Bhokraha Rural Municipality-2 on 2023-06-30 left many households in distress. This incident happened in Sunsari District, Koshi Province, and Bhokraha Rural Municipality Ward 2. The cause of fire is not known. Damage is yet to be assessed.",1
419,"Fire at Bhimdatta Municipality-18
On June 30, 2023, a fire broke out in Ward 18 of Bhimdatta Municipality in Kanchanpur, Sudurpashchim province. Several homes and other buildings were damaged severely due to the raging blaze. Fire fighters are working hard to put out the fire and it is hoped that the incident will be under control soon.",1
420,30 June 2021 reported a major landslide in Raskot Municipality-7 of Kalikot district in Karnali province. Multiple houses near interracial area were affected. Emergency services have been deployed to aid and rescue operations. Search and Rescue operations are underway.,1
421,"At least three households of Simara in Suryagadhi Rural Municipality-4, Nuwakot District, Bagmati Province were affected by a fire that broke on June 30, 2023. This information was reported by the Fire Brigade Office. The Office is investigating the cause of the incident.",1
422,"A landslide occurred on June 29, 2023 in Dab Bazaar at Budhiganga Municipality-10, Bajura district of Sudurpashchim province. No casualties reported. Disaster management and police are on-site to provide relief and assess the damage.",1
423,"On June 29, 2023, Kachreti Khola in Bannigadhi Jayagadh Rural Municipality-4, Achham District, Sudurpashchim Province, was hit by a severe flood. People are in urgent need of relief. Further details are still being ascertained.",1
424,"Landslide at Manthali Khare in Bigu Rural Municipality-1 of Dolakha district has left the area in chaos and destress. On June 29th, 2023, the landslide occurred due to the steep inclination of the slopes in the mountainous terrain of Bagmati province. Local authorities have started rescue operations in order to mitigate the destruction and provide aid to the affected population.",1
425,"Yesterday, a massive fire broke out at Arnaha Chowk in Shambhunath Municipality-12, Saptari, Madhesh on June 29, 2023. Fire fighters acted swiftly and contained the blaze. No casualties have been reported so far. The cause of the fire is yet to be ascertained.",1
426,"On June 29th, 2023, a fire broke out in Dumari Tole, Golbazar Municipality-13 in Madhesh District, Siraha. The cause of the incident is unknown. It is unclear whether anyone was injured or suffered property damage. Authorities have launched an investigation into the incident.",1
427,"On June 29, 2023, a massive landslide occurred in Kerabari, Jaljala Rural Municipality-7 in Parbat, Gandaki Province. No casualties were reported. Authorities are working on recovery efforts in the affected area.",1
428,"Heavy rainfall triggered flash flooding in Sansari, Myanglung Municipality-7 in Terhathum district in Koshi province on June 29, 2023. Several structures were damaged by the floodwater, however no casualties have been reported. Cleanup operations are now underway in the area.",1
429,"On Tuesday 29th June 2023, a major landslide occurred at Thulo Akar of Dharmadevi Muncipaility-8, Sankhuwasabha of Koshi province. The landslide has caused considerable damage and loss of property. Local authorities are currently carrying out an assessment of the extent of the damages and casualties.",1
430,"Fire broke out at Chaubato in Belbari Municipality-8, Morang District, Koshi Province on the night of 29 June 2023. Firefighters were able to control the fire. No casualties have been reported so far.",1
431,"On 29 June 2023, a landslide occurred in Mugum Karmarong Rural Municipality-7 of Mugu District. The disaster struck Syala Khola in the Karnali Province. No casualties have been reported as of yet. Civil authorities and aid organizations are currently assessing the damage.",1
432,"Fire broke out at Sikajyoti Tole in Siraha, Madhesh, on June 29, 2023. Firefighters responded quickly to the incident in Ward 20 of the Siraha Municipality. No casualties or damages were reported. An investigation is ongoing to determine the cause of the fire.",1
433,"Heavy rainfall in Talara, Aadarsha Rural Municipality-5, Doti, Sudurpashchim on June 29th, 2023 caused severe floods and disruption in the area. Local authorities are on the lookout for any emergency assistance needed.",1
434,"Animal Incidents reported in Rajaukhor Tole of Bishnupur Rural Municipality-3, Siraha District, Madhesh Province on June 29th 2023. Locals are urged to remain vigilant and take necessary precautions.",1
435,"A massive landslide occurred on 2023-06-29 at Piluwakhola, in ward 10 of Chainpur Municipality, Sankhuwasabha district in Koshi province. The hazard has caused disruption in major transportation and communication networks in the area. Residents are in fear and the local authorities have started relief activities.",1
436,"A devastating landslide on Monday morning near Narayanghat-Muglin highway in Ichchhyakamana Rural Municipality-5 of Chitwan district, Bagmati province, caused destruction to nearby settlements. The disaster occurred on June 29, 2023, leaving a trail of destruction in its path. Authorities have begun relief and rescue operations.",1
437,"A tragic incident occurred on June 28th ,2023, resulting in a landslide in Tallo Baisari of Raghuganga Rural Municipality-3 in Myagdi district, Gandaki Province. The landslide destroyed several homes and took away several lives. The government is currently providing relief and support to the victims.",1
438,"On 28th June 2023, a devastating landslide hit Annapurna Rural Municipality -3 in Kaski district, Gandaki province. The incident left many people displaced and properties destroyed. Currently, search and rescue missions are underway.",1
439,"On June 28, 2023, a devastating landslide hit Dhaireni, Mathagadhi Rural Municipality-1, Palpa, Lumbini. The incident has created massive destruction and fear in the area. Government and local administration departments are continuing rescue efforts to find survivors and provide relief to affected people.",1
440,"A huge landslide occurred near the Patan Municipality-8, Baitadi district, Sudurpashchim province on June 28, 2023. Distribution of debris and soil has caused considerable loss to the properties located nearby. Relief and rescue teams are present to cope with the situation.",1
441,"A devastating fire broke out in Dumraha Village in Ramdhuni Municipality-8, Sunsari district of Province 1 on 28th June 2023. Local authorities are overwhelmed with emergency requests and residents were asked to leave their homes to a safe distance. Firefighters and relief workers are still in the area striving to put the fire out. The cause of the fire is yet to be determined.",1
442,"Heavy rainfall at Dhobi Dhara of Illam Municipality-7 caused hazards on June 28, 2023. The incident occurred in Koshi district, Ilam and has caused disruption for the locals. All necessary precautions have been suggested by the local authorities.",1
443,"On June 28, a devastating fire broke out in Kharpunath Rural Municipality-3, Humla district, Karnali province. The fire caused extensive damage. Fire brigades from neighboring areas were called to control the blaze. An investigation is currently underway to determine the exact cause of the fire.",1
444,"A massive landslide occurred at Rati Khola, Gurans Rural Municipality-2 in Karnali, Dailekh on 2023-06-28. The damaged caused has left immense destruction in the ward. A search operation has been initiated to rescue people in the affected area.",1
445,"2023-06-28, a devastating landslide occurred at Rupse, Annapurna Rural Municipality-3, Myagdi district in the Gandaki province. The incident left the entire ward affected.",1
446,"On June 28th, 2023, a major landslide occurred in Loghekar Damodarkunda Rural Municipality Ward-5, Mustang District, Gandaki Province. The landslide took place in Kavre Bhir, resulting in severe destruction of the area. Relief and rescue teams are in the process of assessing the situation and beginning the rescue efforts.",1
447,"A fire broke out in Hudikhola Tingrangkhani, Benighat Rorang Rural Municipality-10 of Dhading district in Bagmati Province on the 28th of June, 2023. Firefighters are trying to contain the blaze, as citizens watch on anxiously. No casualties have been reported yet.",1
448,"A disaster stuck residents of D Bazar, Bidur Municipality-9 on June 28, 2023. A raging fire destroyed a number of buildings in the province of Bagmati, district Nuwakot. Firefighters rushed to address the situation to bring the fire under control. Relief advisors are assessing the damage and searching for possible causes.",1
449,"On June 28, 2023, a landslide occurred in Naya Gaau / Jhakri Danda of Bagmati Rural Municipality-3, Lalitpur District. It is reported that no lives were lost in the incident. Authorities are currently assessing the situation and relief efforts are being planned.",1
450,"On June 28th, 2023, a thunderbolt struck Kailashmandau Panedi Dagada in Tribeni Municipality-7, Bajura district, Sudurpashchim province. No casualties were reported, although property losses are yet to be assessed.",1
451,"Heavy Rainfall hit Paudure, Annapurna Rural Municipality-3 in Gandaki district of Kaski on 28 June 2023. Local authorities have warned people to take necessary precautions.",1
452,"A devastating landslide occurred on 27th June 2023 in Damar Khola, Chhedagad Municipality-13. The landslide destroyed several houses in the district of Jajarkot, Karnali Province. Local authorities are currently providing emergency relief to the affected people.",1
453,"2023-06-27_Landslide at Bharatpur Metropolitan City-29

On June 27, 2023, a landslide occurred in Ward 29 of Bharatpur Metropolitan City in Chitwan district, Bagmati province. No casualties or injuries were reported. Immediate response teams were sent to respond to the incident. The cause of the landslide is still under investigation.",1
454,"Animal Incidents at Haldibari Rural Municipality-2 were reported on 2023-06-27. It affected the Koshi district of Jhapa, Haldibari's Rural Municipality-2. An investigation is currently underway.",1
455,"A devastating landslide struck ward 5 of Sangurigadhi Rural Municipality, Dhankuta, Koshi on June 27, 2023. At least one person has been reported dead along with numerous homes destroyed. An emergency response team is on location providing aid to victims and assessing the damage.",1
456,Fire at Mangmiktela of Mangsebung Rural Municipality-5 in Ilam district of Koshi province erupted on 27th June 2023. Property worth of Rs 1.2 million was reported damaged in the incident.,1
457,"Following a landslide in Makwanpurgadhi Rural Municipality-5, Bagmati District on June 27, 2023, no casualties have been reported as of yet. The landslide has caused disruption to the local community, and an investigation is underway.",1
458,"On June 27th, 2023, a fire broke out in Chamarsat, Maharajgunj Municipality-1, Kapilbastu District of Lumbini Province. The fire spread rapidly and the locals are in shock. Fire brigade officials are on their way trying to bring the fire under control.",1
459,"A landslide occurred at Bhattedanda – Takurche, Konjyosom Rural Municipality-4 on the morning of 27th June 2023. According to the Bagmati Province Disaster Management Authority, the incident occurred in Lalitpur district, in Konjyosom municipality, ward 4. No injuries have been reported yet.",1
460,"On June 27, 2023, a flood hit Chhepane, Pyuthan Municipality-10, Pyuthan district, Lumbini province. Entire farms, many houses, and few public properties were affected and damaged. People are in need of immediate assistance.",1
461,"A deadly landslide occurred at Bersawang in Rolpa Municipality-10, Lumbini Province on June 27, 2023. The incident has caused destruction of properties as well as claiming lives of many people. The government has launched a relief and search operation. Urgent efforts to rescue the victims and facilitate relief distribution are ongoing.",1
462,"According to recent reports, on June 27th 2023, floods affected 7 wards of Hilihang Rural Municipality and 4 wards of Phidim Municipality in Koshi district of Panchthar Province. No casualties were reported. Authorities are currently evaluating the damage and coordinating relief efforts.",1
463,"Thunderbolt struck at Dhami Lake of Kedarseu Rural Municipality-9, Bajhang district, Sudurpashchim Province on June 26, 2023 causing panic and destruction of property. At least one person has been injured and reports say that several houses have been damaged. The local authorities are carrying out relief works and further details are awaited.",1
464,"Heavy rainfall has caused flooding and destruction in Oli Gaau, Nawadurga Rural Municipality-1, Dadeldhura district of Sudurpashchim province on 2023-06-26. The area has seen huge losses in properties as a result of the disaster, leaving the local population suffering.",1
465,"A fire broke out in Aryal Gaau of Gokarneshwor Municipality-7, Kathmandu on 26th June 2023. No casualties have been reported so far however the cause of the fire is still unknown. District Police Office has initiated investigations to determine the cause.",1
466,"Fire destroyed dozens of houses at Kadak, Dhanpalthan Rural Municipality-7 in Morang district of Koshi Province on June 26, 2023. Hundreds of people are currently rendered homeless as a result of the incident.",1
467,"On June 26th 2023, a massive fire broke out at Rangiyanath ward of Gauriganj Rural Municipality-1 in Jhapa district of the Koshi Province. The cause of fire is yet to be ascertained. The locals are worried as the area is highly populated.",1
468,"On 2023-06-26, a landslide occurred in Chautaradanda, Sukidaha Rural Municipality -2, Rolpa District. This area is known to be prone to such hazards. Fortunately, no casualties were reported. The District Disaster Relief Committee is currently monitoring the situation.",1
469,"On 2023-06-26, a landslide occurred in Satra Kilo, ward 29 of Bharatpur Metropolitan City, Chitwan district, Bagmati province. No casualties have been reported so far. Local authorities have been directed to take necessary safety precautions.",1
470,"On June 26, 2023, a fire broke out in ward 6 of Banfikot rural municipality in Rukum West, Karnali province. The fire caused immense damage to property and livestock. Local authorities are investigating the cause of the incident.",1
471,Fire devastates Ramdasi Tole in Phatuwa Bijayapur Municipality Ward 6 on June 26th. Firefighters were able to get the situation under control with no casualties reported. The cause is yet to be investigated.,1
472,"A massive fire in Salokhari of Laxmipur Patari Rural Municipality-6, Siraha, Madhesh destroyed 12 houses on 26th June. The fire was soon brought under control with the help of fire engines and locals. The cause of the fire is under investigation.",1
473,"News of flooding in Chanaute, Pokhara Lekhnath Metropolitan City Ward 19 in Gandaki's Kaski district broke on June 26, 2023. Houses were inundated, leading to displacement of affected families. Immediate help from the government and well-wishers is in need.",1
474,"Fire broke out in Sigana, Ward 8 of Baglung Municipality, in Gandaki Province on 26th June 2023. Locals rushed to control the situation. The fire is believed to have started from a tent. The cause of the fire is yet to be identified.",1
475,"Fire gutted Bairiya Birta at Thori Rural Municipality-5, Parsa district in Madhesh on June 26th, 2023. Reports say that the fire caused a major damage before it was extinguished. The incident is still under investigation.",1
476,"A landslide occurred on June 26, 2023, at Pame - Aarbot in Ward 23, Pokhara Lekhnath Metropolitan City-23, Kaski District in Gandaki Province. No injuries or casualties were reported.  Local authorities are assessing the area for damage.",1
477,"A large landslide occurred in Kasnthamali, Tribeni Rural Municipality-2, Rolpa on June 25, 2023. The incident affected the lives of many and damaged the settlement. The District Administration conducted an investigation into the cause of the incident.",1
478,"25 June, 2023 - A massive landslide has occurred at the Jayaprithvi Highway, Sigas Rural Municipality - 9 of Province Sudurpashchim in District Baitadi. This natural hazard has caused disruption in traffic and put the lives of locals at risk. Residents are advised to avoid the area until the region is safe.",1
479,"A powerful landslide hit the village of Seltada in Ganayapdhura Rural Municipality-3, Sudurpashchim district of Dadeldhura on June 25th, 2023. A team of rescuers was immediately sent to the site to assist in the operation. Several people are feared to be buried in the incident, although the loss of life or property is yet to be confirmed.",1
480,"25 Jun 2023, a landslide occurred at Naini Bagar in ward 8 of Raghuganga Rural Municipality, Myagdi district, Gandaki province. No injuries or property damage were reported.",1
481,"On 25 June 2023, there was a landslide at Amkot Dwari within Ward 1 of Budhiganga Municipality, Bajura district of Sudurpashchim Province. No casualties were reported. The local authorities are taking measures to prevent such disasters in the future.",1
482,"Fire blazed through Dhanpura Ward 19 of Biratnagar Metropolitan City in Morang, Province 1, on June 25, 2023. Multiple fire engines were sent to the incident site to extinguish the flames. The source of the fire is yet to be determined.",1
483,"A massive thunderbolt struck Barai, Sarkegad Rural Municipality-6 in Humla district of Karnali Province on June 25, 2023. The incident was said to have caused no harms. Local authorities are still investigating the occurrence.",1
484,"25 June, 2023, saw a devastating flood in Khawang of Bhume Rural Municipality-2, Rukum East in Lumbini Province. Many people were rendered homeless and roads were damaged due to the strong current bringing deep mudslide to the area.",1
485,"Residents of Ward 2 in Guthichaur Rural Municipality, Jumla of Karnali province have been affected by a flood on 2023-06-25. People are facing the shortage of food and drinking water due to the flood.",1
486,"Thunderbolt struck Manahari Rural Municipality-8 on June 25th, 2023. Two houses were destroyed and two livestock were killed. The incident took place in Lakhyo , Bagmati district, Makwanpur. An investigation has been launched to ascertain the cause of the disaster.",1
487,"On 25th June 2020, a landslide occurred in Bihibare Bazar, Nechasalyan Rural Municipality-3, Solukhumbu district in Koshi Province. Several households are affected. Authorities have launched relief and rescue operations in the area.",1
488,"A thunderbolt struck the ward 10 of Bakaiya Rural Municipality, Makwanpur district in Bagmati province, on June 25, 2023. The incident caused panic in the area, however, no casualties have been reported yet. The local administration has been informed about the incident and are trying to assess the damage.",1
489,"On 25th June 2023, a landslide occurred in Maranthana Of Thawang Rural Municipality-2 in the district of Rolpa, Lumbini province. The road block caused by the landslide affected the locals who were trying to access essential supplies. Authorities are taking steps to clear the road.",1
490,"On June 25, 2023, animal incidents resulted in disruptions at Bhadrapur Bazar and Durga Mandir in Barhadashi Rural Municipality-7, Koshi, Jhapa. Several animals went on a rampage in the area, resulting in property damage and fear of safety among the villagers. The municipality has now issued a warning regarding safety measures to prevent further incidents.",1
491,"A fire that broke out in Naagpokaari, Kathmandu Metropolitan City-1 on 25th June 2023, created a hazard for the people living there. The ward, located in the Bagmati district of Kathmandu municipality, suffers severe damage caused due to the fire. Relief efforts are being made by the local authorities.",1
