,id,keyword,location,text,target,hazard_category
320,5914,floods,"Malacca, Malaysia",our 2020 so far: 🇦🇺 Australia bushfires 🇺🇲🇮🇷 World War 3 threats from US &amp; Iran 🇮🇩 flash floods in Indonesia 🇵🇷🇮🇷 Puerto Ri…,0,others
321,8196,police,,"I can’t understand the language, but whatever he said to police, I can feel the power of his words hitting home very very…",0,others
322,4123,devastation,kook do meu ji @ipurpleyoujin_,peak :(( devastation :(( https://t.co/4DL11eWETd,0,others
323,9431,snowstorm,"Minnesota, USA","My God, did that snowstorm blow down from DC?",0,others
324,10359,trapped,Abu Dhabi & Dubai,And what about the Boba tea u thirst trapped up with?,0,others
325,11161,wounded,,"The black cat is on it's way. Oh, the wounded! I heard small moans heading away from me in the darkness. What did black cat do to him??",0,others
326,1827,burned,Japan,This timelapse of #Sentinel3 🇪🇺🛰 imagery shows the magnitude of the #AustralianBushfire crisis in terms of burned areas…,0,others
327,2186,catastrophic,"Warsaw, Poland",guardianeco: Australian fiction is already challenging the idea that catastrophic bushfire is normal | Rachel Fethe… https://t.co/9tNgtZwrUz,0,others
328,45,accident,kurger bing,More appearances of the man with the upside-down face. A New Year’s Eve party at an Air Force base in 1943 where a man…,0,others
329,3445,demolished,"Mumbai, India",And also ridiculed the 112 feet Adiyogi in Coimbatore. The officer in charge of granting permiss…,0,others
330,2007,casualties,Nairobi,"Unlike previous State of the nation addresses, I realized the DP wasn’t present today also the cabinet reshuffle you could t…",0,others
331,6363,heat%20wave,,Look at this! Fricken heat wave up in here #Timeless https://t.co/dxHGwvi3fr,0,others
332,9416,snowstorm,"Vancouver, British Columbia",last night’s snowstorm sure delivered chaos to the city but at least backyard looks quite pretty… 🏙🌲❄️🐕🐾 #winter… https://t.co/TmOkOGcuKo,0,others
333,8262,quarantine,,"Note from PR: if that sounds mean or antagonistic, this is just a quarantine procedure. Don't mind me, just handli… https://t.co/Qw6tEou0pA",0,others
334,1029,blew%20up,ENFP / 4w3,This tweet blew up and this is where people promote themselves but I just want to say that Greta Gerwig was ROBBED of an Oscar…,0,others
335,10202,thunderstorm,"Incheon, South Korea",* Fresh Korean Phrase 1344 * Thunderstorm = 뇌우 #LearnKorean | https://t.co/nSln8SRxWn https://t.co/f7kcuQHw8O,0,others
336,4916,engulfed,,i forgot i'd like number 1 🤣 i was too engulfed with my message ㅋㅋㅋ,0,others
337,10412,trauma,"Sydney, New South Wales",The for a 2nd year in a row will be open on the #AustraliaDay public holiday as our staff voted to no longer recognise t…,0,others
338,1140,blizzard,"Ohio, USA",In my opinion it should definitely be marketed as a premium… https://t.co/y4TVR89Hqy,0,others
339,2437,collide,,Lmfaooooo worlds collide https://t.co/WAaN0Eanh4,0,others
340,8791,ruin,,The Left will try to ruin his career now. https://t.co/jvXSjFyUb6,0,others
341,219,ambulance,London,What a lovely message to receive - thank you so much. 😃💚,0,others
342,5301,famine,"Puerto Rico, USA","GOD SAYS SCOTLAND, IRELAND,ENGLAND TOLERATE EACH OTHER, YOU MUST DO THIS. REMEMBER GREAT IRISH POTATO FAMINE,ENGLAN… https://t.co/f42cZCc9Rq",0,others
343,1645,bombing,Calgary,the right are trying to trick their followers into believing the left's opposition to the Iran invasion is based on suppo…,0,others
344,9812,sunk,Sverige,Warren has sunk to the level of cynical smear tactics. She's HRC 2.0. She has killed her campaign. He…,0,others
345,11335,wrecked,,my view after getting absolutely wrecked in the woods with jonah yesterday https://t.co/DTqhFUepki,0,others
346,2814,crushed,wrιтer accoυnт┆accoυnтѕ lιѕтed,Laura’s first appearance in Teppen is her being ass crushed 💀,0,others
347,8808,ruin,"Pacoima, Los Angeles",twitter loves to ruin quality video yucc,0,others
348,2086,casualty,"Redwood City, CA",SNOW STORM CASUALTY: #FANCYWATEROFTHEDAY https://t.co/qJyi9PheIB,0,others
349,657,attacked,,"So because I've not read, heard or seen Meghan being racially attacked its b/c Im white and all white people are ra… https://t.co/DzccMLENCg",0,others
350,7471,military,India,"#SarileruNeekevvaru worthy for watching multiple times for acting, military episodes,action scenes and s…",0,others
351,2319,collapse,,"Remember: FlyBe’s collapse has nothing to do with Brexit. Also nothing to do with Brexit: Thomas Cook, Sony, Flybmi,…",0,others
352,8038,pandemonium,"Kansas City, MO",Dumb runny nose.,0,others
353,2467,collide,,As some residents of the northwestern US are digging out from heavy snow and facing travel delays due to wintry weathe…,0,others
354,8261,quarantine,,"Amen. Also, there’s no need to quarantine them like they started a brawl. Just take their helmet. https://t.co/q4IEwnQcv3",0,others
355,8554,rescue,,"This is Jesse Conger, a former Search and Rescue Diver for the Marines. He went missing on August 14, 2019 from Scottsdale…",0,others
356,6671,hostages,,CNN aired Iranian propaganda accusing America of “terrorist action.” The guest was spokeswoman for the Islamic revolutiona…,0,others
357,5441,fatality,,Fatality https://t.co/FF7PdLBh0k,0,others
358,6120,hailstorm,"Meeting Creek, Ab",Product yellowed and became brittle within 2 years. Then a hailstorm last year finished i… https://t.co/Zz2R38A47D,0,others
359,7153,lightning,,Note: that’s a CGI/VFX video of ‘sphere lightning’ as discussed here in Russian: https://t.co/hWiYjzIxHi The TikTok user copie…,0,others
360,622,attacked,"Alaska, USA",How do you snowflake- Trump hating idiots feel about Iran’s evil regime now? Last week you loved them! We aren’t against t…,0,others
361,722,battle,,9CB554FA :Battle ID I need backup! Lvl 150 Lucilius https://t.co/4GBaveaIoi,0,others
362,2910,cyclone,"Queensland, Australia","The Monsoon Trough 🌧️ has moved over the Coral Sea, with #Fiji keeping an eye on a Tropical Low near #Vanuatu which… https://t.co/09wRBPStyq",0,others
363,1916,burning,"Tokyo-to, Japan",There was a whole magnificent soul burning brightly behind her “shy.”,0,others
364,10993,whirlwind,Hiding under Juri's blanket,"Aww thanks Melay! 💗 I think I went a bit overboard though, gonna tone it down for future edits 😂",0,others
365,3427,demolish,"Abuja & Kano, Nigeria","""If your foundation is flawed or cracked don't repair it, demolish it and start over. Just like a house that's structura…",0,others
366,11283,wreck,"Kansas City, Kansas 🚀 Miami",I would be an emotional wreck if I were Randy https://t.co/tZcYmGezKo,0,others
367,11288,wreck,"Sandton, South Africa",Me thinks this is the tip of the iceberg and the real issue within the structures of this poorly run and managed A… https://t.co/jZSYLGc7gl,0,others
368,4379,drown,,"Drip of drown, come join in https://t.co/KSJWCZXnz8",0,others
369,1627,bombing,"Belfast, North of Ireland ",Are you acussing sinn fein of bombing England &amp; robbing the Northern Bank ? Maybe s… https://t.co/BM3X9rFUh4,0,others
370,1816,burned,Somewhere,"ᴏʀᴘʜᴀɴs... ᴛʜᴇʏ'ʀᴇ ɴᴏᴛ ᴍɪssᴇᴅ ʙʏ ᴀɴʏʙᴏᴅʏ ☆ august ""auggie"" winters, number 28 ☆ government created assassin and espi…",0,others
371,3457,demolished,Canada,gotta hand it to the weird gun girl for interviewing college kids and getting ruthlessly demolished each and every time an…,0,others
372,2300,cliff%20fall,,My greatest talent is being too lazy to check my bag in a fast food line and then wanting to fall off a cliff when… https://t.co/seAIJdSEXK,0,others
373,5594,fire,France,Update CVE-2019-19781 You can exploit the vulnerability without the file https://t.co/HwA04i1qfJ and only use the file https…,0,others
374,1268,bloody,,"Once PlayStation 5 and Xbox Series X are out, it's gonna be like PS3/360 where the new consoles will be held back b… https://t.co/FFmfg53y6Y",0,others
375,10462,traumatised,"Cape Town, South Africa","Poor couple, must be traumatised 😂😂😂",0,others
376,786,bioterror,,Does the push for mass vaccination point toward a staged bioterror event? https://t.co/o10epcfRV6,0,others
377,6094,hailstorm,,Ok my son is me https://t.co/9X5kKI5DD2,0,others
378,2997,danger,Gotham City,So... father of father of baby is coming over to discuss parenting techniques. ARE YOU KIDDING ME? people have completely los…,0,others
379,1476,bomb,,“i have a girlfriend with whom i want to spend the rest of my life.” – kim jongdae. https://t.co/m5s9ocVVYt,0,others
380,11131,windstorm,"Victoria, B.C.","""Pacheedaht"" means ""Children of the Sea Foam"" and we saw sea foam everywhere around Botanical Beach yesterday. An eagle al…",0,others
381,6939,inundated,texas,may we all pray for ! She sure needs to b…,0,others
382,7341,mass%20murderer,,Oh so Eminems a mass murderer who wants to fuk his mom? Do you hold rallies against Comed… https://t.co/uNQ3QnqO3W,0,others
383,3898,destroy,Cardiff,"As far as 'net' gain is cencerned, it is ONCE AGAIN valuing teresapien life as simply capital. You would not destro… https://t.co/bQNN1v61kq",0,others
384,7448,meltdown,"Idaho, USA","God I love when liberals preach the hate, and blame the supporters of the GREAT 45th POTUS. USA has… https://t.co/P02ws8717d",0,others
385,8216,police,,"Dear Saab, The Jama Masjid is not in Pakistan, says the Delhi High Court. Sir Ji, this is a moment of monumental…",0,others
386,9513,stretcher,The chad crib,A man has fallen into the river in Lego City Start the rescue helicopter Hey Build the helicopter and off to the re… https://t.co/Ftdc6ABtM4,0,others
387,10281,tornado,some fuccin forest,assume you can see 20 miles which is generous given the condition that the tornado is accompanied by a supercell t… https://t.co/B9ZAe8s4uT,0,others
388,10397,trauma,United States,Jimmy Buffett Tampico Trauma https://t.co/B1u7LuIekH via,0,others
389,2372,collapsed,,"#Auspol If our pathetic Govt moves vs Coal, they will be collapsed by their Masters, #ArsonistMineralCouncil. Govt only exi…",0,others
390,9561,stretcher,Homeless in Philly,The fact they show him on the stretcher or nothing then that democrat Bull,0,others
391,10509,traumatised,Central Highlands Victoria,That's so sad. He's so traumatised. 💔,0,others
392,5772,flattened,"Montreal, Canada",Rookie #Habs defenceman Cale Fleury just flattened #Flames Milan Lucic. Bell Centre crowd loved it. #HabsIO,0,others
393,11061,wildfire,धरती मां की गोद में,Non veg people have no right to show compassion towards animals who suffered in Australian wildfire 🙏🏼,0,others
394,9034,screams,,screams can’t wait to see what stuff i’ll get refunded with 😝,0,others
395,3180,deaths,Left Coast,Please continue to retweet. We are well over 20M retweets at this point and probably more directed at and he…,0,others
396,10452,traumatised,any pronouns • nat • slytherin,hes probably extremely traumatised too and will never get over it and think himself to be disgusting and… https://t.co/hVyqfMHHXE,0,others
397,5365,fatalities,"Western Cape, South Africa",Did you know that 61% of pedestrian fatalities tested for alcohol were BAC (Blood Alcohol Content) positive?​ Choo… https://t.co/RG8WeATaJh,0,others
398,7127,lightning,,I love my stretch mark lightning connections😊,0,others
399,5561,fire,Nairobi,The president can't not fire Mwangi Kiunjuri and we can prove this. #system ya farts. Ama vipi,0,others
400,5296,famine,Abuja,"Imam Darimi narrated that after the Prophet left the world, Madinah faced severe drought and famine. The people of the ci…",0,others
401,7102,lava,,"lava dragon ‣ always sweaty. good for muskfags ‣ 1,400F internal body temp. is heaven for your top ‣ rude landlords bur…",0,others
402,8276,quarantine,Kuala Lumpur,This is the scent of dead skin on a linoleum floor This is the scent of quarantine wings in a hospital It's not so… https://t.co/AoiR9ModP6,0,others
403,7406,mayhem,"Frankfurt am Main, Deutschland",A movie about a white guy who starts murdering people because he got rejected by women and picked on was nominated for t…,0,others
404,3957,destroyed,,In August 2017 the situation for Barca was dire and after Neymar left and Madrid destroyed us in the Supercopa the club…,0,others
405,445,army,SEOUL,Congratulations J-Hope and for 130M views for CNS 🎉 Let's stream as much as we can until Hobi's bir…,0,others
406,3896,destroy,,Trump did this very deliberately. His goals are to destroy our post WW2 alliances on behalf of Putin all while causing hou…,0,others
407,6736,hurricane,Contemplando las 🌟🌟 con Papá,Under my spell like a thunder in the middle of the night I woke you up I know the deepest misteries and secrets of y…,0,others
408,3532,demolition,Kanda,"News just in: Demolition Exercise ongoing at kawukude near Gold House Our Correspondent, Sarah has joined us on phone ☎️ to…",0,others
409,10527,trouble,"Lagos, Nigeria",Me in hell unperturbed and watching the devil have trouble coming up with a punishment for me because I'd done nothing wrong:…,0,others
410,771,bioterror,Planet Earth,The human cull (from 38mins30secs https://t.co/p0XQTqvDeF) is unfolding https://t.co/Egn7Sdr116,0,others
411,4435,drowned,"Whakatane District, New Zealan","''They get drowned mostly. They get caught on a longline hook and get drowned,"" https://t.co/cGsC0FzgOY #bycatch",0,others
412,6042,hail,"DKI Jakarta, Indonesia",ALL HAIL THE QUEEN 👑 #Agnation #BestFanArmy #iHeartAwards https://t.co/Aw3f4H9wDe,0,others
413,11222,wounds,North America,Old wounds? NO. Our wounds have never healed cause old wounds are constantly torn back open and new wounds are still being…,0,others
414,175,airplane%20accident,,This attack N on an airplane that had just taken off was no accident. Iran wants the world to know there will be co… https://t.co/2mimAWnc6x,0,others
415,1577,bombed,,Your Neo-McCarthyism toward person fighting Empire + corporatism will live in inf… https://t.co/AcyrVugUpg,0,others
416,8243,quarantine,"Rosemead, CA",😭🤣🥺 I’m sorrryyy!!!!! I’ll quarantine myself tomorrow 😷 I’ve been sneezing ever since I got home!,0,others
417,5479,fear,The 254!,You all are living in constant fear of featuring in Edgar Obare's IG stories because you've kept a circle of fake friends th…,0,others
418,9320,sirens,"New York, NY",TOUR: book co-headline tour with : https://t.co/6dZvtm49V3,0,others
419,7426,mayhem,New York City,#HappyNewYear 🇬🇧 #StaySafe thanks for the support. #NewYear #NewYearsEve #Resolution2020 #Read #contemporary #comedy…,0,others
420,9501,storm,,"Brothers and Sisters in Christ, let us storm the heavens with our prayer for the safety of all those affected by the T…",0,others
421,965,bleeding,"Saki, Oyo State, Nigeria.",Bleeding Madras be that,0,others
422,2602,collision,,"said every 15 minutes, a road traffic collision is happening on our roads; about 5 people die on our roads eve…",0,others
423,3421,demolish,"Lagos, Nigeria",We won’t demolish properties without engaging owners —Makinde https://t.co/FrEPQmLZLw https://t.co/tbA1sOej2b,0,others
424,6419,hijack,,“Psychotronic or Silent Sound Spread Spectrum = 5G The Silent War 4 our consciousness. It involves militarization of sound…,0,others
425,392,army,,[ARMY CHALLENGE] Name 5 BTS songs from the top of your head separately! ⚠️ Don’t forget to reply using: #BoyWithL…,0,others
426,7861,obliterated,Vivienne Westhood,My son obliterated this rapist,0,others
427,3928,destroyed,Malaysia,"we, one its MUST be unstoppable our boys who got that kind of disrespect not from those agencies only but from the whole indu…",0,others
428,7722,nuclear%20reactor,"Bangalore , India","Mount Kailas Nuclear Reactor, revealed by Russian Scientists - Mysteries https://t.co/9iNPaDOj5e",0,others
429,8828,ruin,"Los Angeles, CA",Anyone who still unironically uses the term “Ruin Johnson… https://t.co/9c9nZrug0x,0,others
430,8926,screamed,"London, England",Just walked into Day 2 of the new job to then be screamed at by half the office. (Great for your confidence as you… https://t.co/vCtpm13YBD,0,others
431,2836,crushed,she/her | 22,1st impression: cute and soft nickname: bun closeness rating (1-10): 7 we can be closer do i like u: ofc!… https://t.co/3k6AsuNonS,0,others
432,2807,crushed,,Tbh I would have crushed it. Fuck those evil shits.,0,others
433,10973,weapons,Khi/NYC,"First of all, looking from a non believers perspective, who doesn’t believe in angels, I don’t find it bel… https://t.co/SVoELdoIpO",0,others
434,3819,desolate,London England.,Let them be ashamed and confounded together that seek after my soul to destroy it; let them be driven backward and… https://t.co/Y0cvohq8By,0,others
435,1246,bloody,,🛑 🛑 🛑 Bloody Harvest—How Everyone Ignored the Crime of the Century- ⁦⁩ has penned a piece that you should drop e…,0,others
436,10899,weapon,they/he,miss me with that ‘weapon accuracy’ shit. im shooting everything. im laying down cover fire. im shooting the walls. im sho…,0,others
437,10379,trapped,"Colorado Springs, CO",Moose That Was Trapped In A Crevice https://t.co/Rlhm9jVaTf,0,others
438,7422,mayhem,"Brisbane, Queensland","With Season 2 of coming along REAL soon, perhaps a little bit of a teaser is in store?… https://t.co/bPJR934mQd",0,others
439,3811,desolate,"Chicago, IL","more often than not, loving people gets me MEGA hurt, so methinks it's time to hang with my dog alone in a desolate city will smith style",0,others
440,11156,wounded,,Welcome to d BJPee's New India! Isn't it similar to d rape victim…,0,others
441,8078,panic,"Mittagong, Bowral - Mittagong","Adam’s PANIC. When you have nothing then “Russia, Russia, Russia”",0,others
442,8634,rescuers,United States,Some of them are still alive! Yay! I hope the rescuers can find bigger boats to transport the horses off the islandnand…,0,others
443,9083,seismic,Aberdeenshire,"Just walked past this, which was a good reminder that in 441 hours this British flag will be lowered at the EU. What a…",0,others
444,8910,screamed,Lagos...,"The moment Naira Marley screamed “Marlians On Reminisce Instagram” Sarz should have ended the track there, the remaining vers…",0,others
445,3104,dead,"Listen, water don't break!","Unfortunately, my mother in law is dead",0,others
446,4174,disaster,,"Sputnik is delusional. They just ran a column saying that the U.S. somehow tricked Iranian air defense to shoot down PS752,…",0,others
447,2342,collapse,"England, United Kingdom",Spot on!,0,others
448,4321,drought,BL Universe,The drought starting,0,others
449,2422,collide,where else?,"he talks through plot holes and new ideas with me, listens to me figure out issues, comforts me when i'm crying over r…",0,others
450,2818,crushed,,"arthur really thought that he had his hearing back, the pure joy on his face one minute only to be crushed the next, god…",0,others
451,2135,catastrophic,,Thanks to for publishing my piece on how Australian fiction is currently influencing how we think about bushfire…,0,others
452,2405,collapsed,,"Is college still worth it? For millions of non-white students, there is no more college wealth premium; for white students…",0,others
453,6659,hostages,,The world is facing the worst types of crimes against humanity committed by a Mullah mafia supprted by Democrats. The Islam…,0,others
454,3397,demolish,,"During the assault on Velentina by AISA’s Dolan Samantha at the ad-block on 5th January around 3 pm, Akshat Awasthi can clea…",0,others
455,4510,drowning,"Trumbutt, CT",If Donald Trump 🍊👴 and my girl 😍👧🏼 both drowning 🌊✋🏿 and I can only save one 🤔☝🏿️ catch me at my girl funeral 💀🙏🏾 with a sm…,0,others
456,1071,blight,,"Germany and Japan were made to pay for WW2, but England were never made to pay for slaughter in Scotland and Ireland, for…",0,others
457,10772,volcano,PUPUNTA ANG PILIPINAS SA BTS,"KMEDIA: Park Seo-joon, #BTSV, joined the Philippine volcano in its prayers. Insta hashtag movement. Park Seo-joon and B…",0,others
458,3981,destruction,Hogwarts,"Let’s not soft-pedal it: Trump is vengeful, sadistic, cruel, malignant. He hasn’t hidden his hunger for violence, his…",0,others
459,2407,collapsed,America is experiencing a #GreatAWAKENING!  Open your eyes!,"Mark this date: 5-29-20 (3 yrs from now). At that time you'll see all new justices, collapsed MSM, &amp; 100…",0,others
460,3103,dead,he/him,Your dead to me smh,0,others
461,5417,fatalities,"Dar es Salaam, Tanzania","By 2030 is determined to reduce the number of fatalities and vulnerabilities arising from harmful chemicals, in… https://t.co/pyM9skCxKC",0,others
462,7178,loud%20bang,The U S of A Baby,I did hear a loud bang before they took off 😮😮,0,others
463,7105,lava,Hell; Violence,"Landing back into her Volcanic Palace, she decided to warm up by taking a dip into the lava pools that surrounds he… https://t.co/NlKsuBcCFm",0,others
464,1448,body%20bags,,Plastic bags! But the body bags are the real issue . GTFOH,0,others
465,1989,bush%20fires,Australia,Photos show the Australian bush coming back to life weeks after fires https://t.co/1XxnCDeH2u via,0,others
466,10442,traumatised,Australia,"A small group of young magpies today - they looked so malnourished, dishevelled &amp; traumatised - neve… https://t.co/hFhItTPEjn",0,others
467,3586,derail,,Economic planning chief says Taal volcanic activity can't derail PH economic growth for now https://t.co/2wMqYZW4JE,0,others
468,2522,collided,"Moe's Tavern, Springfield",Homer is driving drunk😱 and has collided with a mouth 👄,0,others
469,7977,outbreak,Barcelona,Check out “Pandemic: How to Prevent an Outbreak” on Netflix https://t.co/hil113nYYf https://t.co/DqgRgturOA,0,others
470,415,army,,i just want to remind you all that i still think about the army who made this saying that this is how jungkook will meet…,0,others
471,5744,flattened,San Diego,I was waiting for Comedown bitch pussy ass to put his mic in &amp; respond but I guess a fucknigga that camps for strea… https://t.co/8nETTFyb20,0,others
472,3705,derailed,"Here, Now","Which she eventually had to apologize for and walk back: ""Monday’s remarks were an effort to move past the fallout from…",0,others
473,9340,smoke,I dont know where i am. Help.,Having a quick smoke sesh then imma play some games hop in https://t.co/gHine0OzAz,0,others
474,9729,suicide%20bombing,USA,I promise you that we will come to the realization that instead of foreign-born terrorists shooting up and suicide… https://t.co/9NJSWyxTac,0,others
475,4918,engulfed,"Kumasi, Ghana",When you’re engulfed in what you love to do. The right people will come.,0,others
476,8615,rescuers,Republic of the Philippines,Naiyak ako huhu. Thank You sa mga rescuers. 😭 💚 https://t.co/lcld66Zaox,0,others
477,8911,screamed,"Baton Rouge, LA",LMFAOOOO I SCREAMED😂😂 https://t.co/ZVYOJQtiLk,0,others
478,567,attack,,money website my pinned tweet so Republicans launched a lil somthin beer future attack tweets far government lol have every thing like,0,others
479,2739,crashed,Lagos,"My laptop crashed, I couldn't write any code and I slept thinking about how I could have become Mark Zuckerberg if… https://t.co/8kMZBTGDGL",0,others
480,8536,rescue,,Cabinet ministers 'to thrash out £100m rescue deal for Flybe' https://t.co/z96VvkFxRO,0,others
481,8692,riot,Aryavrata,We? Hindus didnt riot on the streets against providing citizenship to persecuted minorities of Pak a… https://t.co/inUv0F0VIo,0,others
482,791,bioterror,Land known as Australia,Does the push for mass vaccination point toward a staged bioterror event? https://t.co/SN1Z3LjNqq,0,others
483,1002,bleeding,,"Let's face it: He thought it, wrote it and published it. At each point, the… https://t.co/RTo7CzTsxH",0,others
484,9091,seismic,"Amsterdam, The Netherlands",It was never going to maintain at that seismic level but Irish felt dumb pinning our support to some… https://t.co/R4gNX1vonQ,0,others
485,8949,screamed,Bree - Brianna- Cynthia - Gia,WTF THE ENDING I SCREAMED WHY SHE DID THAT... SHADY QUEEN 💀,0,others
486,4933,engulfed,"Chicago, IL.","TOO DEPRESSING TO WATCH HOLOCAUST FILMS WHERE SATAN'S ""..steal..kill..destroy"" (John 10:10) WAS DONE TO JEWS, BY HI… https://t.co/pc0KjDlIFq",0,others
487,3615,derail,"Washington, USA",. Do you still want to support the Anti #s386 #IranVsUS Iranian lobby ??? They…,0,others
488,1881,burning,,"seems “Moon image” and white light, compared to the 🔥 of Moses burning bush.. now found that Olivetree was Sacred T… https://t.co/W7oInu2nMj",0,others
489,8108,panicking,,The earthquakes. The solar eclipse. The almost WWIII. The 2 day wolf moon. The penumbral eclipse. The Australian wildf…,0,others
490,1091,blight,So😊FBCharlesVPayne&Roseanne🌹,Modern Windmill Farms are a blight on the earth &amp; the air. Horrid.,0,others
491,1844,burned,,We need Flybe to fly us Cornwall to London because...? Gentle reminder: an area a good part of UK burned in Australia ov…,0,others
492,4099,devastated,"สวนหลวง, กรุงเทพมหานคร",her nod as someone asked did she enjoy bali i’m devastated https://t.co/ySislIlpXL,0,others
493,4451,drowned,,RT mosyans: Nobody ever drowned in his own sweat. #mosyans #mosyanorganizer #mosyans,0,others
494,9646,suicide%20bomb,,"Very cool that Elizabeth Warren decided to suicide bomb leftist politics, this should go very well !",0,others
495,8177,police,बापू मार्केट,Follow Us on Twitter Nanded Police #Follow https://t.co/bx8K3Xfv1R,0,others
496,3963,destroyed,"Central Point, OR",Message me? Really? Are you fucking kidding me? Who the the fuck do you think you are? Dont you think you already d… https://t.co/IwXwugJ7kT,0,others
497,8846,sandstorm,,"""Sometimes fate is like a small sandstorm that keeps changing direction."" (Murakami Haruki, 2002)",0,others
498,11341,wrecked,,He’s not a journalist and doesn’t pretend to be. He’s an ultra-right wing activist (which is proba… https://t.co/z0lMHgWchu,0,others
499,1639,bombing,"Brunswick, Melbourne",I was gonna pick that. Juanita is my favourite track. 👐 Barbara Barbar… https://t.co/cMkzqepHPh,0,others
500,9882,survive,Nottingham UK,Goals that survive beyond Easter.... I am speaking at Positive Networking in Lincoln next Monday om this very topi… https://t.co/HUEeB9Aj4T,0,others
501,4646,electrocute,,"I have a dream, that one day I will be able to electrocute chickens on vertigo with my new zeus skin.",0,others
502,4697,electrocute,"Coronado, CA",You electrocute them while they are running and screaming? Hang them by a foot and cut their necks o… https://t.co/PnnbZxC1LO,0,others
503,4416,drowned,Minnesota,I used to me so self conscious when I get high at the point where my anxiety gets worsen and start to ha… https://t.co/KL6sW3qe36,0,others
504,512,arsonist,,Bullying &amp; harassing people who disagree with your candidate’s assessment that a woman can’t beat Trump is not the path…,0,others
505,5308,famine,Earth,#Zambia's president Edgar Lungu instead of allocating $10 million dollars to provide food to 2.6 million Zambians affected…,0,others
506,9933,survivors,Australia,I rarely read game chat unless it was mutually enjoyable for killer and survivors!,0,others
507,2938,damage,191214 | 180303,sehun and chanyeol both posting pictures in the same day pls I love their method of damage control MWAH,0,others
508,6180,harm,"West Midlands, England","Yeah, absolutely. And it’s a disturbing trend for teenagers to be increasingly exposed to the physica… https://t.co/ipW8z48Hvb",0,others
509,1726,buildings%20burning,United States,My burning question is why people actually believe two hijacked planes went into the buildings.,0,others
510,1523,bombed,City Of Angels,NATO 'Bombed' Libya's Statehood - Russian Foreign Minister Lavrov: https://t.co/k7ozUwN7sy via,0,others
511,8801,ruin,"Washington, USA","So, ha fuck you. It now branches to chemistry, physics and everything. Why u gotta ruin math for me... why not rece… https://t.co/V0FrQah1hZ",0,others
512,7300,mass%20murder,Marching Home,. If there were leaders in both Ukraine &amp; Canada this evil Mullah responsible for this Mass Murde… https://t.co/X5ZYGtELqF,0,others
513,4143,disaster,"Mumbai, India",The world doesn't consider Indian Passport as strong as it used to six years ago. But why are we surprised? BJP Govt its…,0,others
514,7507,military,,INFO | Mads was seen wearing a military uniform somewhere in Denmark for a new project. #MadsMikkelsen,0,others
515,5419,fatalities,"Portland, OR","Our very own Kari Schlosshauer of , speaking on behalf of us at GTT. ""What does it mean for us to lead w…",0,others
516,9024,screams,ад,Jaskier: *sighs dramatically* Geralt: Jaskier: *sighs louder* Geralt: Jaskier: *SCREAMS* Geralt: ...what do you want Jaskie…,0,others
517,8656,riot,adamawa,The Jose vs Pep El Classicos were summat else man. Messi v Ronaldo. Ramos and Pepe running riot. La Liga will never h…,0,others
518,6577,hostage,Hiding in a red state,"The Dems have a big tent, room 4 all. Republicans have a tiny rats nest, no room for anyone with different view… https://t.co/QoUpMciC3s",0,others
519,8136,panicking,Pearl Of The Orient,"That's your positive side kicking in. But to do that at the expense of the ""still panicking"" hum… https://t.co/23rCJIlPLy",0,others
520,6342,heat%20wave,𝐖𝐑𝐈𝐓𝐄𝐑 𝐈𝐒 𝟏𝟕,This wasn’t exactly what she was expecting. She blinked a few times before a wave of heat clouded her head — a blus… https://t.co/q8gRGAzhsn,0,others
521,1419,body%20bags,@jwrvXX,"if anyone wants to get me a “just cuz” gift, I wear a “style M40718 - monogram” in Louis Vuitton cross body bags.",0,others
522,10070,terrorist,"Wisconsin, USA",A terrorist would cut their heads off for not being Muslim.,0,others
523,134,airplane%20accident,,And anyone who believes that incident was an accident is an idiot. An airplane at approx 3000… https://t.co/axT3omjmE1,0,others
524,3649,derailed,"London, England",what the hell is up with the horrible information about around hitchen? None of the drivers no wh… https://t.co/3sn3CbRWBc,0,others
525,8441,razed,,"#SupremeCourt hearing matter related to Four apartment complexes - H2O Holy Faith, twin towers of Alfa Serene, Golden…",0,others
526,8358,radiation%20emergency,Texas,Emergency beer and bottle of vodka (in case of radiation exposure) also imo 2 tourniquets in case of… https://t.co/6wv092w4hn,0,others
527,7360,mass%20murderer,,Funny how it's ONLY the American democrats that are bashing Trump publicly for…,0,others
528,1179,blood,,#Sialkot alert! A- blood in needed Sadar begam hospital Sialkot 03077212577,0,others
529,1917,burning,Indonesia,Decided to learn wood burning https://t.co/hQR7JwhHVy,0,others
530,3002,danger,"Bengaluru, India",Make sure you Vote for #AsimRiaz in this poll too along with Voot and MyJio app. 👇👇👇👇 https://t.co/IFpF7K75WH,0,others
531,3346,deluge,burritoblanket,sorry for the deluge again i've been wanting to say all that for at least 2 months and found the opportunity sdfjs,0,others
532,6555,hijacking,🦶🏽ORLANDO_SOWETO 🦶🏽,Safety first⛔️ #WhatsApp https://t.co/Ooxtzmmydh,0,others
533,6632,hostage,"California, USA",State Department employees were taken hostage. We thought that the ruling class hated America… https://t.co/CfZQnVgFL7,0,others
534,3372,deluged,,"2/ On , we decided to cover the story in great detail and, to our surprise, in the last month our videos have been…",0,others
