,text,target
575,"🚨 Urgent Alert! 🚨

An earthquake has struck Suryagadhi Rural Municipality-4 in Nuwakot district of Bagmati province. Please stay safe and follow the instructions of local authorities. Our thoughts are with everyone affected by this natural disaster. #Earthquake #StaySafe #Nuwakot #Suryagadhi",1
576,"🔥 Forest Fire Alert! 🔥

📍 Nepalthok, Sunkoshi Rural Municipality-1, Sindhuli, Bagmati Province

📅 Incident Date: 4/26/2021

Stay safe and be cautious, everyone! Our thoughts are with the affected community. 🙏

#ForestFire #Nepalthok #Sunkoshi #Sindhuli #Bagmati #StaySafe #DisasterAwareness",1
577,"🚨 Landslide Alert 🚨

A landslide occurred at Tunibot, Sharada Municipality-9 in Salyan, Karnali Province. Stay safe and follow local authorities' instructions. #Landslide #SafetyFirst #Salyan",1
578,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

Title: Landslide at Basali, Budhiganga Municipality-3

📅 Incident Date: 7/22/2021
📍 Province: Sudurpashchim
🏞️ District: Bajura
🏢 Municipality: Budhiganga
🏘️ Ward: 3

Stay safe and avoid the affected area! Seek shelter in a secure location and follow local authorities' instructions. Our thoughts are with everyone impacted by this natural disaster. 🙏

#LandslideAlert #StaySafe #BudhigangaMunicipality #Bajura #Sudurpashchim",1
579,"Once you've been hurt, you're so scared to get attached again. You have this fear that everyone you like is gonna break your…",0
580,"🚨 Earthquake Alert 🚨

📍 Rhishing Rural Municipality-1, Tanahu, Gandaki Province

📅 Incident Date: 4/25/2015

Stay safe and keep calm! Our thoughts are with the people affected by the recent earthquake in Rhishing Rural Municipality-1. 🙏

#Earthquake #StaySafe #RhishingRuralMunicipality #Tanahu #GandakiProvince",1
581,"There are one or two exceptions in the hierarchy prepared to stick their necks out, w… https://t.co/AGLceM6A1P",0
582,"-seeing things now. ""Well, I'll leave you to it. I know you like your privacy for this."" His footfal… https://t.co/smnsHu7WTW",0
583,"🚨 Urgent Alert 🚨

🌊 Flood at Nalgaad Municipality-2 🌊

🗓️ Incident on: 8/15/2018
🌍 Province: Karnali
📍 District: Jajarkot
🏢 Municipality: Nalgaad
🏘️ Ward: 2

Stay safe and take necessary precautions. Our thoughts are with everyone affected by this natural disaster. 🙏 #Floods #NalgaadMunicipality #StaySafe",1
584,"“Malignant narcissism"" is a ""severe mental sickness"" representing ""the quintessence of evil, the most sev…",0
585,I’d be a lot more concerned about uncle Andrew and his dead paedophile mate and the har… https://t.co/6QR6AwUSCM,0
586,"It’s very clear. Like the bush Fires climate change, racism, Brexit and Farage are to blame.",0
587,"🚨 Urgent Alert 🚨

🌧️ A devastating landslide occurred in Samekham, Meringden Rural Municipality-4, Taplejung District, Koshi Province today.

🔴 Please exercise caution and avoid the affected area until further notice.

🙏 Our thoughts and prayers are with the residents affected by this natural disaster. Stay safe!

#Landslide #Taplejung #Meringden #SafetyFirst",1
588,"🚨 Urgent Update 🚨

🌧️ Landslide at Pairabari, Baglung Municipality-7 🌧️

📅 Incident Date: 6/16/2021
📍 Location: Baglung, Gandaki Province
🏢 Municipality: Baglung
🔴 Ward: 7

Please stay safe and avoid the affected area. Our thoughts are with the residents of Baglung during this challenging time. 🙏 #LandslideAlert #StaySafeBaglung",1
589,"Flood wreaked havoc at Kawakhola of Chainpur Municipality-11, Sankhuwasabha on June 17, 2023. Flood severely damaged the infrastructure of the province.",1
590,BBC News - Climate change: Australia fires will be 'normal' in warmer world https://t.co/R30bO3gmJc,0
591,"🚨 Urgent Update 🚨

🔴 Landslide Alert 🔴

Title: Landslide at Hadepakha, Baglung Municipality-3

📅 Incident Date: 7/16/2021
📍 Province: Gandaki
🏞️ District: Baglung
🏙️ Municipality: Baglung
🏢 Ward: 3

Stay safe and be prepared, everyone! 🙏
#LandslideAlert #StaySafe #Baglung #Gandaki",1
592,"🚨 Urgent Alert 🚨

🌊 Flood Warning 🌊

Attention residents of Musharhaneya, Mukhiyapatti Musaharmiya Rural Municipality-1! 

We regret to inform you that a severe flood has occurred in your area. Please take immediate precautionary measures to ensure your safety and the safety of your loved ones. 

📅 Incident Date: 7/15/2019
📍 Province: Madhesh
🏢 District: Dhanusa
🏘️ Municipality: Mukhiyapatti Musaharmiya
🏠 Ward: 1

Stay tuned for further updates and follow the instructions of local authorities. Our thoughts are with you during this difficult time. Stay safe! 💙

#FloodAlert #StaySafe #Musharhaneya #Madhesh #Dhanusa",1
593,Bong Joon-Ho - Parasite Mati diop- Atlantics Celine Sciamma - Portrait of a Lady on Fire Lulu Wang - The Farewell… https://t.co/FiDTqMoI47,0
594,Over half of the world's refugees are children. Many will spend their entire childhoods away from home. works with partn…,0
595,Nuclear Disaster Part 2 https://t.co/8TX9Bap6og,0
596,"The Trussell Trust supports more than 1,200 food banks. Last year, it provided food banks in its network with £1.3m of fu…",0
597,"Today, VDEM officially cuts the ribbon on its new headquarters at 9711 Farrar Court in N. Chesterfield. Joined by f… https://t.co/b0z0Wj7LiT",0
598,"They ran it well before she confirmed it, and ran it despite her campaign refusing to comm… https://t.co/HCAlV56NWU",0
599,"🔥 Forest Fire Alert! 🔥

A devastating forest fire has broken out in Hattikharka, Chhathar Jorpati Rural Municipality-1. Please exercise caution and stay away from the affected area. Our thoughts are with the residents and authorities working tirelessly to contain the fire. 🙏

#ForestFire #EmergencyAlert #StaySafe",1
600,All because companies put pressure on you to come in as you will loose your job - which I get - but when your facin… https://t.co/Ih3Rba9fJP,0
601,"🚨 ALERT 🚨 A devastating landslide occurred in Miruwa, Pokhara Lekhnath Metropolitan City-18, Kaski, Gandaki Province. Stay safe and follow local authorities' instructions. #Landslide #PokharaLekhnath #StaySafe",1
602,how good are #FrankingCredits !!!??? you’re choking on #MelbourneSmoke.. with #AirQuality “hazardous” all day but at l…,0
603,In case you missed it - the demolition of Ilford Station entrance starts this month as Crossrail upgrades begin https:…,0
604,"A landslide occurred in Kotdanda, Konjyosom Rural Municipality-4 in the Lalitpur district on July 5,2023. The risk of destruction was large, considering the heavy rainfall that had occurred in the Bagmati province. It is fortunate that no casualties were reported in the destruction, and villagers are receiving assistance in repairing their homes.",1
605,"🚨 Urgent Notice 🚨

Attention residents of Itahari Submetropolitan City-2, Sunsari! 

We regret to inform you that a devastating landslide has occurred in your area. Please exercise extreme caution and stay away from the affected site. 

For your safety, we advise you to avoid unnecessary travel and follow the instructions of local authorities. Our thoughts are with everyone affected by this unfortunate incident. 

#StaySafe #ItahariLandslide2021 #SunsariStrong",1
606,"🚨 #FloodAlert 🚨 
Floods have hit Chisapani in Bandipur Rural Municipality-1, Tanahu. Stay safe and follow local authorities' instructions. #Floods #Emergency #Bandipur #Tanahu #Gandaki",1
607,"So, the entire DOJ and FBI are held hostage by Apple, as Apple REFUSES to cooperate in the investigation of the Pensaco…",0
608,"🌊🚨 Flood Alert! 🚨🌊

📍 Jugal Rural Municipality-2, Sindhupalchok 🏞️

Stay safe, everyone! Heavy flooding has hit Jugal Rural Municipality-2 in Sindhupalchok. Please follow local authorities' instructions and take necessary precautions to ensure your safety. Our thoughts are with everyone affected by this natural disaster. 🙏💔

#FloodAlert #StaySafe #JugalRuralMunicipality #Sindhupalchok #BagmatiProvince #PrayForSafety",1
609,"Largscale violence in #Bhainsa, dist Nirmal of #Telangana. #Peacefuls attacked Hindus, looted &amp; burnt property, pelted stones…",0
610,"On July 15, 2023, a devastating landslide occurred at Seto Pahare, Ward 3 of Gaidakot Municipality in Nawalparasi East, Gandaki Province. It caused several casualties & property damages. Rescue & relief operations were sanctioned immediately. Aid will be provided to the victims affected by this disaster.",1
611,"🔥 Forest Fire Alert! 🔥

🌲 A devastating forest fire has occurred in Haku, Aathrai Rural Municipality-3, Terhathum District. Please stay safe and follow the instructions of local authorities.

📅 Incident Date: 4/17/2022
📍 Location: Aathrai Rural Municipality-3, Terhathum District, Koshi Province

Let's pray for the safety of the affected community and support them in any way we can. #ForestFire #StaySafe",1
612,"On June 28, 2023, a landslide occurred in Naya Gaau / Jhakri Danda of Bagmati Rural Municipality-3, Lalitpur District. It is reported that no lives were lost in the incident. Authorities are currently assessing the situation and relief efforts are being planned.",1
613,"🔥 Forest Fire Alert 🔥

📍 Dhangadhi Submetropolitan City-12
📅 Incident on: 4/17/2021

Attention, everyone! A devastating forest fire has broken out in Dhangadhi Submetropolitan City-12, Kailali district, Sudurpashchim province. The situation is critical, and immediate action is required to combat this dangerous hazard. Stay tuned for updates and stay safe, everyone! 🙏

#ForestFireAlert #Dhangadhi #Kailali #Sudurpashchim #StaySafe",1
614,"MEG issues Areal Flood Advisory for Alcorn, Benton, Prentiss, Tippah, Union [MS] till Jan 14, 5:45 AM CST https://t.co/iCFIL3842g",0
615,A bill to end religious exemptions for vaccinations in New Jersey schools collapsed after weeks of protests by vaccine skeptic…,0
616,Laura’s first appearance in Teppen is her being ass crushed 💀,0
617,"🚨 Urgent Update 🚨

🌊 Flood Alert 🌊

A major flood has hit Bhartapur in Lumbini Sanskritik Municipality-2! Please stay safe and take necessary precautions. Seek higher ground and avoid flood-prone areas. Stay tuned for more updates.

📅 Incident Date: 9/24/2020
📍 Province: Lumbini
🏢 District: Rupandehi
🏢 Municipality: Lumbini Sanskritik
🏢 Ward: 2

#FloodAlert #StaySafe #BhartapurFlood #LumbiniSanskritikMunicipality",1
618,"The Mainstream Media &amp; Democrats in 2016: ""If Donald Trump is elected the Markets will CRASH!"" They were absolutely right.…",0
619,Even terrorist accused is not safe in Modi sarkar.,0
620,"🚨 Urgent Alert 🚨
Flood Alert in Pogate, Bhimphedi Rural Municipality-8! 🌊
Stay safe and take necessary precautions. Follow local authorities for updates. #FloodSafety #StaySafe #Bhimphedi",1
621,Disease outbreak news from the WHO: https://t.co/EirxhElN2x,0
622,"🚨 Just in: Flood strikes Bardagoriya Rural Municipality-3 in Kailali, Sudurpashchim Province. Stay safe, everyone! #FloodAlert #Bardagoriya #Kailali #Sudurpashchim",1
623,"🚨 Urgent Alert 🚨

A devastating landslide occurred in Dalla, Dunhu Rural Municipality-5, Darchula. Please stay safe and take necessary precautions. Our thoughts are with the affected community. #Landslide #StaySafe #Dalla #Darchula",1
624,"🚨🌊 FLOOD ALERT 🌊🚨
Flood reported at Kapan Tarkari bajar, Budhanilakantha Municipality-11, Kathmandu, Bagmati Province. Stay safe and take necessary precautions. #FloodAlert #StaySafe #Kathmandu #Bagmati",1
625,her nod as someone asked did she enjoy bali i’m devastated https://t.co/ySislIlpXL,0
626,We already made provision for financing the construction of the road in the 2020 budget. We are engaging with property ow…,0
627,"A massive landslide occurred on 2023-07-06 at Rana, Gaumul Rural Municipality-1 of Sudurpashchim district. The event caused extensive damage in the ward 1 of the Municipality. The local authorities are carrying out investigation and relief operations.",1
628,#Lost! #CarolStream #IL (Boa Trail &amp; Spring Valley) Huntley - Male Golden Retriever - Labrador Retriever. Yellow. C… https://t.co/Nwt2EeD5MO,0
629,Brahmin man asks Bahujan woman to prove her oppression. The fact that you think you’re owed an answer and that my oppressio…,0
630,"🚨 Urgent Update 🚨
A devastating landslide has occurred in Sunkhola, Alital Rural Municipality-8, Dadeldhura District, Sudurpashchim Province. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #LandslideAlert #StaySafe #Nepal",1
631,"🚨 Urgent Alert 🚨
Flood reported in Gauribyasi, Helambu Rural Municipality-3, Sindhupalchok, Bagmati Province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Sindhupalchok #Bagmati",1
632,"My book is about family (extended et all) trauma and how it impacts all members of the family, cousins, sisters, br… https://t.co/ExXdRLpdaP",0
633,"Very handsome tabby boy kitty ""Tigerino"" (I can tell from those big Tomcat cheeks) #A729823 at the #DevoreCA shelter is no…",0
634,"🚨 Urgent Alert 🚨
A devastating landslide has occurred at Kadachaur, Surma Rural Municipality-1, Bajhang. Please exercise caution and stay safe. #Landslide #DisasterAlert #StaySafe",1
635,"A massive landslide occurred on 11 July 2023 in Pachaljharana Rural Municipality-08, Raskot Municipality-8, Kalikot District of Karnali province. No casualties were reported however evacuation is underway. Local authorities are assessing the situation and providing necessary assistance.",1
636,It’s not a catastrophe yet. A catastrophe is an event causing GREAT and usually sudden dama… https://t.co/hK8bxrR1E8,0
637,"It was a joke man,,, why it blew up,,, idk how",0
638,"🔥 Forest Fire Alert 🔥

📍 Location: Belgadi, Damak Municipality-3, Jhapa District, Koshi Province

📅 Incident Date: 3/16/2022

Stay safe, everyone! Please avoid the affected area and follow the instructions of the authorities. Our thoughts are with the residents and firefighters battling the forest fire. 🙏 #ForestFire #SafetyFirst",1
639,"🚨 Urgent Update 🚨

🌊 Flood Alert! 🌊

Attention residents of Changunarayan Municipality-5, Bhaktapur! There has been a severe flood reported in Khaling. Please stay safe and take necessary precautions. Seek higher ground if needed. Stay tuned for further updates. #FloodAlert #StaySafe #ChangunarayanMunicipality5 #Bhaktapur",1
640,"🚨 Urgent Notice 🚨

A devastating landslide has occurred in Bhirkatari, Bareng Rural Municipality-3. Please stay safe and avoid the affected area. Our thoughts are with the residents of Baglung District, Gandaki Province. #LandslideAlert #StaySafe #BaglungDistrict",1
641,"🚨 Landslide Alert 🚨
A massive landslide occurred at Bigutar, Molung Rural Municipality-1, Okhaldhunga. Stay safe, everyone! #Landslide #Okhaldhunga #Nepal",1
642,"""🚨 Flood Alert 🚨 
A severe flood has occurred at Gara, Bangad Kupinde Municipality-11, Salyan. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Salyan #Karnali""",1
643,"🚨 Urgent Update 🚨
🌊 Flood Alert 🌊

Title: Flood at Thuli Bheri Municipality-2

📅 Incident Date: 6/1/2019
📍 Province: Karnali
🏞️ District: Dolpa
🏙️ Municipality: Thuli Bheri
🏘️ Ward: 2

Attention everyone! A devastating flood has hit Thuli Bheri Municipality-2 in Dolpa district. We urge residents to take immediate precautions and stay safe. Our thoughts are with those affected by this natural disaster. Stay strong, Thuli Bheri! 💪 #FloodAlert #StaySafe #ThuliBheriStrong",1
644,"i hate to take pictures , but you could see 1000 videos tho 😰🥰 https://t.co/2XgpZzFeom",0
645,"🌊 Flood Alert! 🌊

📍 Duduwa Rural Municipality-3, Banke, Lumbini

📅 Incident on: 7/8/2019

Stay safe and updated! Take necessary precautions and keep an eye on local authorities for any evacuation notices. #FloodAlert #StaySafe #DuduwaRuralMunicipality",1
646,"🌊 Flood Alert 🌊
Floods have hit Phidim Municipality-10 in Panchthar District, Koshi Province. Stay safe and follow local authorities' instructions. #FloodAlert #PhidimMunicipality #StaySafe",1
647,"🚨 Urgent Alert 🚨

🌊 Flood at Kagbeni, Loghekar Damodarkunda Rural Municipality-5 🌊

📅 Incident on: 2023-08-14
📍 Province: Gandaki
🏞 District: Mustang
🏢 Municipality: Loghekar Damodarkunda
🏘 Ward: 5

Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #FloodWarning #StaySafe #GandakiFlood",1
648,"🚨 Urgent Update 🚨

Title: Landslide at Dobilla, Kushma Municipality-8

🌍 Hazard: Landslide
📅 Incident on: 7/6/2021
📍 Province: Gandaki
🏞️ District: Parbat
🏢 Municipality: Kushma
🏘️ Ward: 8

🚧 A devastating landslide has occurred in Dobilla, Kushma Municipality-8. Our thoughts and prayers are with the affected families. Stay tuned for more updates! 🙏🏼 #LandslideAlert #KushmaMunicipality #StaySafe",1
649,Like bro if you don’t electrocute this food and shut up,0
650,"Poor couple, must be traumatised 😂😂😂",0
651,An F-16 jet in a flooded hangar at Hatzor Airbase in Israel near Ashdod. Eight F-16 fighter jets were damaged during the f…,0
652,君の中の英雄、マジで聞き覚えある部分多くてすき hacking to the gate、ETERNAL BLAZEとか混じってる感じ,0
653,"-Twinkle, twinkle, little star How I wonder what you are Up above the world so high Like a diamond in the sky🌟☁️.… https://t.co/wT8FJQHnme",0
654,"🚨 New Update 🚨 

🌍 Landslide at Yamdi, Pokhara Lekhnath Metropolitan City-1 🌍

📅 Incident on: 6/20/2021
📍 Province: Gandaki
🏞️ District: Kaski
🏙️ Municipality: Pokhara Lekhnath
🏢 Ward: 1

Stay safe and stay tuned for more updates! 🙏🏼 #LandslideAlert #SafetyFirst #StayInformed",1
655,RT H.A.L.F.: The Deep Beneath : Natalie Wright H.A.L.F.: The Deep Beneath (H.A.L.F. #1) He’s a living wea… https://t.co/WqrrPthfRr,0
656,Tbh I have no Idea what a Chamoru looks like. I've seen some of the whitest to some that are very dar… https://t.co/CyN87lV1Yg,0
657,"🚨 ALERT 🚨 A landslide has occurred at Rake Rabi Road Section in Falgunanda Rural Municipality-5, Panchthar. Please exercise caution in the area. #Landslide #SafetyFirst #Panchthar #Nepal",1
658,"🚨 Urgent Alert 🚨
Flood hits Tikapur Municipality 3 / 6 / 7, Tikapur Municipality-3 in Kailali district, Sudurpashchim province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #TikapurFloods",1
659,"🚨 Just in: Earthquake reported in Devisthal, Thalara Rural Municipality-8, Bajhang, Sudurpashchim Province. Stay safe and follow local authorities' instructions. #Earthquake #SafetyFirst",1
660,"🚨 #FloodAlert 🚨
A devastating flood has hit Raksirang Rural Municipality-9, Makwanpur District, Bagmati Province. Stay safe and follow local authorities' instructions. Our thoughts are with everyone affected. #Flood #Emergency #StaySafe",1
661,"🚨 BREAKING: Earthquake reported in Masta Rural Municipality-2, Bajhang, Sudurpashchim Province. Please stay safe and follow local authorities' instructions. #Earthquake #SafetyFirst",1
662,search...rescue...mission...airlift...military...hospital...6...succumbed...extreme...hypothermia...spokesman...Col… https://t.co/FYsUOW9Fqf,0
663,"🚨#DisasterAlert🚨
A devastating landslide has occurred at Sikre Dovan, Makawanpurgadhi Rural Municipality-5, Bagmati Province. Please stay safe and follow the instructions of local authorities. Our thoughts are with the affected community. #Landslide #Makwanpur #StaySafe",1
664,"🚨 Flood Alert! 🌊 A devastating flood has hit Guthichaur Rural Municipality-5, Jumla. Stay safe and follow the instructions of local authorities. #Flood #Jumla #StaySafe",1
665,"Mark this date: 5-29-20 (3 yrs from now). At that time you'll see all new justices, collapsed MSM, &amp; 100…",0
666,Seeing people hate Black women for no other reason than our existence is exhausting &amp; takes a toll. I feel physically i…,0
667,Those eyes are bloody gorgeous,0
668,"Dear Saab, The Jama Masjid is not in Pakistan, says the Delhi High Court. Sir Ji, this is a moment of monumental…",0
669,"Pointing to the Mianus Bridge collapse to support tolls is not only despicable but nonsensical. We had tolls, yet the brid…",0
670,I should of put money into Clinton Body Bags.,0
671,"🚨 Urgent Alert! 🚨
A devastating landslide has struck Hedbox in Tinau Rural Municipality-3, Palpa district, Lumbini province. Stay safe and be prepared. 🙏 #Landslide #EmergencyResponse #StaySafe",1
672,set fires to my forest &amp; you let it burn,0
673,"🚨 Urgent Alert 🚨

🌧️ Landslide at Baribeni, Jaljala Rural Municipality-3 🌧️

📅 Incident Date: 6/15/2021
📍 Province: Gandaki
🏞️ District: Parbat
🏘️ Municipality: Jaljala
🏢 Ward: 3

⚠️ A devastating landslide has occurred in Baribeni, Jaljala Rural Municipality-3. Our thoughts go out to the affected community. Stay safe and stay tuned for updates. 🙏

#Landslide #EmergencyAlert #StaySafe #JaljalaRuralMunicipality #ParbatDistrict",1
674,FINDING PH ARMYs 🇵🇭 FINDING PH ARMYs 🇵🇭 FINDING PH ARMYs 🇵🇭 FINDING PH ARMYs 🇵🇭 FINDING PH ARMYs 🇵🇭 FINDING PH ARMY…,0
675,"🔥 Forest Fire Alert! 🔥

A forest fire has been reported in Solududhakunda Municipality-4, Solukhumbu District, Koshi Province. Please stay safe and follow the instructions of local authorities. #ForestFire #StaySafe #Solukhumbu",1
676,"On 2023-06-20, a huge landslide occured in Buddha Danda, Phaktanglung Rural Municipality-6 in Taplejung district, Koshi province. Many local citizens are in panic as no casualties have been reported yet. The authorities are yet to respond.",1
677,Cabinet ministers 'to thrash out £100m rescue deal for Flybe' https://t.co/z96VvkFxRO,0
678,"The Academy dead ass looked at Lupita Nyong'o and said, ""We prefer you as a slave.""",0
679,Schools should brace for five years of upheaval from a triumphant party with Gove at its heart What a truly terrif… https://t.co/v8J2FbuaIS,0
680,"Oh, bought it. We’ve been preparing for a snowstorm that’ll probably never come so I went and got lots… https://t.co/3SVmQFD7st",0
681,"“Use Edited clips, Coordinated, vicious attack, ill-informed, malicious” seemed like appraisal discussion at India Today…",0
682,"What is slow fashion? Why should you care? How can you get started? Slow Fashion stylist, Jenna Flood AKA the Ironi… https://t.co/FkgwfvNsE0",0
683,Such a loss to and the people of NE Fife. pays a lovely tribute to his hard-working staff who are the…,0
684,"🚨 Urgent Update 🚨

🌧️ Landslide at Hwama, Rolpa Municipality-9 🌧️

📅 Incident on: 6/22/2021
📍 Province: Lumbini
🗺️ District: Rolpa
🏢 Municipality: Rolpa
🚩 Ward: 9

Stay safe, everyone! Our thoughts are with the affected community. 🙏 #Landslide #StaySafe #RolpaMunicipality",1
685,"🚨 Urgent Alert: Flood at Junichande Rural Municipality-11 🚨

🌊 A devastating flood has occurred at Junichande Rural Municipality-11 in Jajarkot district, Karnali province. 

📅 Incident Date: 7/10/2020

🆘 Authorities are working tirelessly to provide immediate relief and rescue operations. Please stay safe and follow the instructions given by local authorities.

#FloodAlert #StaySafe #JunichandeRuralMunicipality",1
686,"🚨 Flood Alert 🚨

A devastating flood has hit Mankabagar in Aathbiskot Municipality-6, Rukum West. Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. 🙏

#FloodAlert #StaySafe #Mankabagar #Aathbiskot #RukumWest",1
687,"🚨 Flood Alert 🚨

🌊 A devastating flood has hit Top Majuwa, Butwal Submetropolitan City-11, Rupandehi District, Lumbini Province. Stay safe and follow local authorities' instructions. #Flood #Butwal #Nepal

ℹ️ Incident Date: 2023-07-25",1
688,"On June 15, 2023, a devastating flood hit Tawakhola, in Sidingba Rural Municipality-7 of Taplejung district, Koshi Province. The loss of property and life has not yet been reported and rescue operations are still ongoing. People are urged to take necessary safety precautions.",1
689,#AfricaKwetu Late Commander Fred Nkuranga Rubereza. One of the greatest heroes of the NRA/UPDF passed away in 1981… https://t.co/8zH6SqSJAe,0
690,"🚨 ALERT 🚨 A landslide has occurred at Dhungedhara, Kageshwori Manahora Municipality-7 in Kathmandu, Bagmati Province. Stay safe and follow the instructions of local authorities. #Landslide #Kathmandu #SafetyFirst",1
691,yo i kinda jus wanna kiss my crush there i said it,0
692,"A massive landslide occurred on July 3rd, 2023 at Bhattedanda, Bagmati Rural Municipality-3, Lalitpur district. People from the nearby village have been evacuated to nearby safe locations due to the threat of further destruction. The authorities are taking measures to reduce the effects of the disaster.",1
693,"On 2023-06-23, a massive landslide occurred at Panebanj of Shailyashikhar Municipality-6 in Darchula district, Sudurpashchim Province. Local authorities are yet to make an announcement about any casualties or damage to property. Relief works are underway by the concerned parties.",1
694,📢 In less than 2 weeks &amp; are back in Dublin for their TradFest 2020 gig!Don't miss it… https://t.co/V2aiExYr8Q,0
695,"🚨 Urgent Update 🚨

Attention everyone! A devastating landslide has occurred at Falgunanda Rural Municipality-4 in Panchthar district, Koshi province. Please stay safe and follow the instructions of local authorities. Our thoughts are with the affected community. #Landslide #StaySafe #Panchthar #Koshi",1
696,"🔥 Forest Fire Alert 🔥
A devastating forest fire has broken out in Tunikharka, Pyuthan Municipality-7, Pyuthan District, Lumbini Province on 26th Dec 2023. Please stay safe and follow local authorities' instructions. #ForestFire #Pyuthan #Lumbini",1
697,Too naive. They won't listen. 1989 Tiananmen Massacre has passed Over 30 years. They still choose not to apolo… https://t.co/nuJl2ppdLt,0
698,"On 28th June 2023, a devastating landslide hit Annapurna Rural Municipality -3 in Kaski district, Gandaki province. The incident left many people displaced and properties destroyed. Currently, search and rescue missions are underway.",1
699,"🚨 Urgent Update 🚨

🌊 Flood Alert 🌊

Attention residents of Thumsi, Gaidakot Municipality-9! 

We regret to inform you that a severe flood has hit your area. Please exercise extreme caution and take necessary precautions to ensure your safety. 

📅 Incident Date: 7/11/2020
📍 Location: Thumsi, Gaidakot Municipality-9, Nawalparasi East
🌍 Province: Gandaki

Stay tuned for further updates and stay safe!

#FloodAlert #StaySafe #GaidakotMunicipality #NawalparasiEast",1
700,"🚨 Just in! 🌊 Flood reported at Ramprasad Rai Rural Municipality-6 in Bhojpur, Koshi Province. Stay safe everyone! #FloodAlert #RamprasadRai #Bhojpur #Koshi",1
701,"🚨 #FloodAlert 🚨

🌊 A devastating flood has hit Soti, Aarughat Rural Municipality-3, Gorkha district, Gandaki province. Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Floods #Gorkha #Nepal",1
702,"🚨 Urgent Notice 🚨

📍 Landslide at Tintale, Sandakpur Rural Municipality-4 🏔️

A devastating landslide has occurred in Tintale, Sandakpur Rural Municipality-4, Ilam. Our thoughts are with the affected residents during this challenging time. 🙏

🚧 Please exercise caution and stay away from the affected area for your safety. 🚧

#LandslideAlert #StaySafe #IlamStrong #SandakpurRuralMunicipality #PrayersForTintale",1
703,"🌊 Flood Alert 🌊

📍 Thasang Rural Municipality-4, Mustang 📍

📅 Incident on: 7/12/2019

🚨 Attention everyone! A severe flood has hit Thasang Rural Municipality-4 in Mustang. Please stay safe and take necessary precautions. Our thoughts are with the affected community. 🙏

#FloodAlert #StaySafe #Thasang #Mustang #Gandaki",1
704,"🔥 Forest Fire Alert! 🔥
📍 Dhakari Rural Municipality-3, Achham, Sudurpashchim Province
📅 Incident on: 2022-06-12
Stay safe and follow local authorities' instructions. #ForestFire #SafetyFirst",1
705,"Newscorp digging deeper. Adverse publicity about their coverage of bushfires, insistence on concentrating on arson, backbur…",0
706,"🌊 Just in: Flood hits Durgathali Rural Municipality-2 in Bajhang, Sudurpashchim. Stay safe and be prepared! #FloodAlert #Durgathali #Bajhang #Sudurpashchim",1
707,"Oh, you don't know The Man? He's everywhere. In the White House, down the hall, MISS MULLINS, she's… https://t.co/HjjP5YxlhT",0
708,"With #CCPA now taking effect, many businesses will start to see #data subject requests come into their systems by t… https://t.co/POMdK98PW5",0
709,"On June 15, 2023, a powerful landslide struck Ward 1 of Netrawati Dabjong Rural Municipality in the Dhading District of Bagmati Province. Many roads and houses have been damaged as a result of the landslide. Immediate relief works are being carried out to provide assistance to those affected by the tragedy.",1
710,"🌊 Flood Alert 🌊

📍 Lumbini Sanskritik Development Area-99, Rupandehi, Lumbini 📍

Dear residents,

Please be advised that a flood incident occurred in our area on 5/29/2021. Stay safe and take necessary precautions. Follow local authorities' instructions for your safety.

#FloodAlert #StaySafe #LumbiniSanskritikDevelopmentArea-99",1
711,"🔥 Forest Fire Alert 🔥
📍Location: Kothiyagau, Madhuwan Municipality-5
📅 Incident Date: 2022-04-24
🌍 Province: Lumbini
🏞️ District: Bardiya
🏘️ Municipality: Madhuwan
🔴 Stay safe and follow local authorities' instructions. #ForestFire #EmergencyResponse",1
712,"A devastating flood occurred on 2023-07-12 in Ghangi Khola, Belbari Municipality-8 of Morang district in the Koshi Province. Several homes were destroyed, forcing families to evacuate. Relief efforts are under way to provide basic necessities.",1
713,baby penguin ian lost in the blizzard https://t.co/yQqRk7o4B9,0
714,Duterte: I trust that we’ll exert all efforts and work hand-in-hand with the Secretary of Department of National De… https://t.co/Icp7ik04gm,0
715,"🚨 Urgent Update! 🚨

A devastating flood has hit Tatra, Nalgaad Municipality-9 in Jajarkot district, Karnali province. Stay safe and take necessary precautions. Our thoughts are with everyone affected by this natural disaster. 🙏 #FloodSafety #StaySafe #NalgaadMunicipality #Jajarkot",1
716,"A massive landslide occurred in Bhattedanda of Bagmati Rural Municipality-3, Lalitpur District, Bagmati Province on May 27, 2023. Local authorities have initiated rescue operations and are providing relief services to the affected people.",1
717,This tweet blew up and this is where people promote themselves but I just want to say that Greta Gerwig was ROBBED of an Oscar…,0
718,"Travel Update: Boris Bridge from Northern Ireland to Scotland closed due to high winds and high Seas, it… https://t.co/nDVzeKRVFU",0
