Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured
Yes,"Landslide at Ghimiregau, Banepa Municipality-2",,nepal_police,Landslide,2021-09-06,Bagmati,Kavrepalanchok,Banepa,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
Yes,Heavy Rainfall at Kageshwori Manahora Municipality-9,,nepal_police,Heavy Rainfall,2021-09-06,Bagmati,Kathmandu,Kageshwori Manahora,9,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Ranibari, Kathmandu Metropolitan City-3",,nepal_police,Heavy Rainfall,2021-09-06,Bagmati,Kathmandu,Kathmandu,3,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Bhasanthali, Budhanilakantha Municipality-4",,nepal_police,Heavy Rainfall,2021-09-06,Bagmati,Kathmandu,Budhanilakantha,4,150000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Dulalgau, Banepa Municipality-2",,nepal_police,Landslide,2021-09-06,Bagmati,Kavrepalanchok,Banepa,2,3000000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Dhumsi, Sunchhahari Rural Municipality-6",,nepal_police,Heavy Rainfall,2021-09-06,Lumbini,Rolpa,Sunchhahari,6,460000,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at harikhola, Pyuthan Municipality-2",,other,Heavy Rainfall,2021-09-06,Lumbini,Pyuthan,Pyuthan,2,,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at gokhu, Bidur Municipality-11",,nepal_police,Heavy Rainfall,2021-09-06,Bagmati,Nuwakot,Bidur,11,1500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Gyankhola, Musikot Municipality-7",,nepal_police,Landslide,2021-09-05,Karnali,Rukum West,Musikot,7,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0
Yes,"Heavy Rainfall at Ghati, Arun Rural Municipality-1",,nepal_police,Heavy Rainfall,2021-09-05,Koshi,Bhojpur,Arun,1,100000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Jelwang, Sunchhahari Rural Municipality-7",,nepal_police,Heavy Rainfall,2021-09-05,Lumbini,Rolpa,Sunchhahari,7,1200000,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Sundarpur, Duduwa Rural Municipality-6",,nepal_police,Heavy Rainfall,2021-09-05,Lumbini,Banke,Duduwa,6,101500,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Heavy Rainfall at khanikhola, Dhorpatan Municipality-6",,nepal_police,Heavy Rainfall,2021-09-05,Gandaki,Baglung,Dhorpatan,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at saphithug, Phaktanglung Rural Municipality-6",,nepal_police,Landslide,2021-09-05,Koshi,Taplejung,Phaktanglung,6,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Flood at Kapan Tarkari bajar, Budhanilakantha Municipality-11",,nepal_police,Flood,2021-09-05,Bagmati,Kathmandu,Budhanilakantha,11,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Ambote, Modi Rural Municipality-5",,nepal_police,Landslide,2021-09-03,Gandaki,Parbat,Modi,5,,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Durlung, Kushma Municipality-3",,nepal_police,Landslide,2021-09-03,Gandaki,Parbat,Kushma,3,,0,0,1,1,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Simli, Kushma Municipality-11",,nepal_police,Landslide,2021-09-03,Gandaki,Parbat,Kushma,11,,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Bhirkatari, Bareng Rural Municipality-3",,nepal_police,Landslide,2021-09-03,Gandaki,Baglung,Bareng,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at School Chau, Ghorahi Submetropolitan City-15",,nepal_police,Heavy Rainfall,2021-09-03,Lumbini,Dang,Ghorahi,15,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Flood at Hetauda Submetropolitan City-17,,nepal_police,Flood,2021-09-03,Bagmati,Makwanpur,Hetauda,17,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Yakhopcha, Meringden Rural Municipality-5",,nepal_police,Landslide,2021-09-03,Koshi,Taplejung,Meringden,5,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Basiri, Pokhara Lekhnath Metropolitan City-11",,nepal_police,Heavy Rainfall,2021-09-02,Gandaki,Kaski,Pokhara Lekhnath,11,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0
Yes,"Landslide at Bhalam, Pokhara Lekhnath Metropolitan City-20",,nepal_police,Landslide,2021-09-02,Gandaki,Kaski,Pokhara Lekhnath,20,,0,0,1,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Landslide at Pokhara Lekhnath Metropolitan City-11,,nepal_police,Landslide,2021-09-02,Gandaki,Kaski,Pokhara Lekhnath,11,,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Flood at Kahukhola, Pokhara Lekhnath Metropolitan City-13",,nepal_police,Flood,2021-09-02,Gandaki,Kaski,Pokhara Lekhnath,13,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Adhipurung, Machhapuchchhre Rural Municipality-9",,nepal_police,Heavy Rainfall,2021-09-02,Gandaki,Kaski,Machhapuchchhre,9,12500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at Kahu, Pokhara Lekhnath Metropolitan City-11",,nepal_police,Flood,2021-09-02,Gandaki,Kaski,Pokhara Lekhnath,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at papuwapalche, Kushma Municipality-11",,nepal_police,Heavy Rainfall,2021-09-02,Gandaki,Parbat,Kushma,11,,0,0,1,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Hardiya, Surunga Municipality-2",,nepal_police,Heavy Rainfall,2021-09-02,Madhesh,Saptari,Surunga,2,55000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Chakuni, Gandaki Rural Municipality-3",,nepal_police,Heavy Rainfall,2021-09-01,Gandaki,Gorkha,Gandaki,3,600000,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at dalla, Dunhu Rural Municipality-5",,nepal_police,Landslide,2021-09-01,Sudurpashchim,Darchula,Dunhu,5,,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Landslide at Hayaya, Golanjor Rural Municipality-6",,nepal_police,Landslide,2021-09-01,Bagmati,Sindhuli,Golanjor,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at yandradha, Chandragiri Municipality-1",,nepal_police,Heavy Rainfall,2021-09-01,Bagmati,Kathmandu,Chandragiri,1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Flood at Gogli, Ghorahi Submetropolitan City-4",,nepal_police,Flood,2021-09-01,Lumbini,Dang,Ghorahi,4,,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Heavy Rainfall at Belganer, Tulsipur Submetropolitan City-11",,nepal_police,Heavy Rainfall,2021-09-01,Lumbini,Dang,Tulsipur,11,250000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at Bara, Pokhara Lekhnath Metropolitan City-8",,nepal_police,Flood,2021-09-01,Gandaki,Kaski,Pokhara Lekhnath,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at jyati marga, Pokhara Lekhnath Metropolitan City-5",,nepal_police,Heavy Rainfall,2021-09-01,Gandaki,Kaski,Pokhara Lekhnath,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at bhamalam, Pokhara Lekhnath Metropolitan City-20",,nepal_police,Landslide,2021-09-01,Gandaki,Kaski,Pokhara Lekhnath,20,,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Bhitali, Gaumul Rural Municipality-3",,nepal_police,Heavy Rainfall,2021-09-01,Sudurpashchim,Bajura,Gaumul,3,133000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,Heavy Rainfall at Pokhara Lekhnath Metropolitan City-13,,nepal_police,Heavy Rainfall,2021-09-01,Gandaki,Kaski,Pokhara Lekhnath,13,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Sangamchoke, Pokhara Lekhnath Metropolitan City-16",,nepal_police,Heavy Rainfall,2021-09-01,Gandaki,Kaski,Pokhara Lekhnath,16,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at phatpur, Suryagadhi Rural Municipality-2",,nepal_police,Landslide,2021-08-31,Bagmati,Nuwakot,Suryagadhi,2,400000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at kumalthandi, Likhu Rural Municipality-6",,nepal_police,Flood,2021-08-31,Bagmati,Nuwakot,Likhu,6,8100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at mohati, Jagannath Rural Municipality-3",,nepal_police,Heavy Rainfall,2021-08-31,Sudurpashchim,Bajura,Jagannath,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at kagai, Ghorahi Submetropolitan City-17",,nepal_police,Heavy Rainfall,2021-08-31,Lumbini,Dang,Ghorahi,17,700000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at dagigaun, Banglachuli Rural Municipality-8",,nepal_police,Heavy Rainfall,2021-08-31,Lumbini,Dang,Banglachuli,8,150000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at bangalpur, Dangisharan Rural Municipality-2",,nepal_police,Heavy Rainfall,2021-08-31,Lumbini,Dang,Dangisharan,2,600000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at dharkharka, Nisikhola Rural Municipality-3",,nepal_police,Heavy Rainfall,2021-08-31,Gandaki,Baglung,Nisikhola,3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at jhandrek, Panini Rural Municipality-7",,nepal_police,Landslide,2021-08-31,Lumbini,Arghakhanchi,Panini,7,,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,3,3,0,0,0
Yes,Flood at Raghuganga Rural Municipality-8,,nepal_police,Flood,2021-08-30,Gandaki,Myagdi,Raghuganga,8,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0
Yes,"Landslide at dalla, Dunhu Rural Municipality-5",,nepal_police,Landslide,2021-08-30,Sudurpashchim,Darchula,Dunhu,5,,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Landslide at baspani, Dunhu Rural Municipality-1",,nepal_police,Landslide,2021-08-30,Sudurpashchim,Darchula,Dunhu,1,,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at hatiya, Ribdikot Rural Municipality-4",,nepal_police,Landslide,2021-08-30,Lumbini,Palpa,Ribdikot,4,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at gagdegad , Galkot Municipality-11",,nepal_police,Heavy Rainfall,2021-08-30,Gandaki,Baglung,Galkot,11,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at morudanda , Suryagadhi Rural Municipality-1",,nepal_police,Heavy Rainfall,2021-08-30,Bagmati,Nuwakot,Suryagadhi,1,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at nathpatti, Sahidnagar Municipality-8",,nepal_police,Heavy Rainfall,2021-08-30,Madhesh,Dhanusa,Sahidnagar,8,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at hathiyol, Balara Municipality-2",,nepal_police,Heavy Rainfall,2021-08-30,Madhesh,Sarlahi,Balara,2,210000,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at basisahi, Ghorahi Submetropolitan City-17",,nepal_police,Heavy Rainfall,2021-08-30,Lumbini,Dang,Ghorahi,17,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at pipradhi, Devtal Rural Municipality-5",,nepal_police,Heavy Rainfall,2021-08-30,Madhesh,Bara,Devtal,5,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at rigur, Apihimal Rural Municipality-3",,nepal_police,Flood,2021-08-30,Sudurpashchim,Darchula,Apihimal,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at dabal singh marga, Gurbhakot Municipality-7",,nepal_police,Heavy Rainfall,2021-08-30,Karnali,Surkhet,Gurbhakot,7,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Heavy Rainfall at Tulsipur Submetropolitan City-14,,nepal_police,Heavy Rainfall,2021-08-30,Lumbini,Dang,Tulsipur,14,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at hariharpur, Prasauni Rural Municipality-1",,nepal_police,Heavy Rainfall,2021-08-30,Madhesh,Bara,Prasauni,1,70000,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Heavy Rainfall at Rajgadh Rural Municipality-1,,nepal_police,Heavy Rainfall,2021-08-30,Madhesh,Saptari,Rajgadh,1,434000,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at kaule, Kakani Rural Municipality-2",,nepal_police,Landslide,2021-08-30,Bagmati,Nuwakot,Kakani,2,200000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at dhangadhi, Brindaban Municipality-1",,nepal_police,Heavy Rainfall,2021-08-29,Madhesh,Rautahat,Brindaban,1,130000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at belbari, Pacharauta Municipality-5",,nepal_police,Heavy Rainfall,2021-08-29,Madhesh,Bara,Pacharauta,5,245000,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at karcharwa, Simraungadh Municipality-8",,nepal_police,Heavy Rainfall,2021-08-29,Madhesh,Bara,Simraungadh,8,30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at hardiy, Suwarna Rural Municipality-4",,nepal_police,Heavy Rainfall,2021-08-29,Madhesh,Bara,Suwarna,4,50000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at katunje, Roshi Rural Municipality-7",,nepal_police,Landslide,2021-08-29,Bagmati,Kavrepalanchok,Roshi,7,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,Heavy Rainfall at Bansagadhi Municipality-4,,nepal_police,Heavy Rainfall,2021-08-29,Lumbini,Bardiya,Bansagadhi,4,650000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at akolawa, Rajpur Municipality-7",,nepal_police,Heavy Rainfall,2021-08-29,Madhesh,Rautahat,Rajpur,7,200000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at katunje, Suryabinayak Municipality-5",,nepal_police,Heavy Rainfall,2021-08-29,Bagmati,Bhaktapur,Suryabinayak,5,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at pukhe, Gulmidarbar Rural Municipality-3",,nepal_police,Heavy Rainfall,2021-08-29,Lumbini,Gulmi,Gulmidarbar,3,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Tusarpani, Dhurkot Rural Municipality-5",,nepal_police,Heavy Rainfall,2021-08-29,Lumbini,Gulmi,Dhurkot,5,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at ramdi, Galyang Municipality-1",,nepal_police,Landslide,2021-08-29,Gandaki,Syangja,Galyang,1,,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,2,1,0,0
Yes,"Landslide at pakpa, Barahtal Rural Municipality-2",,nepal_police,Landslide,2021-08-29,Karnali,Surkhet,Barahtal,2,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at pamhapur, Tillotama Municipality-14",,nepal_police,Heavy Rainfall,2021-08-29,Lumbini,Rupandehi,Tillotama,14,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at dumaredanda , Tansen Municipality-8",,nepal_police,Landslide,2021-08-29,Lumbini,Palpa,Tansen,8,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at bhaisitole, Butwal Submetropolitan City-3",,nepal_police,Heavy Rainfall,2021-08-29,Lumbini,Rupandehi,Butwal,3,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at lakhwar, Ghorahi Submetropolitan City-6",,nepal_police,Heavy Rainfall,2021-08-29,Lumbini,Dang,Ghorahi,6,717000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at pipaltakure, Ghorahi Submetropolitan City-5",,nepal_police,Heavy Rainfall,2021-08-29,Lumbini,Dang,Ghorahi,5,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at kaberuwa, Rajpur Rural Municipality-1",,nepal_police,Heavy Rainfall,2021-08-29,Lumbini,Dang,Rajpur,1,800000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at shreebagar, Mahakali_Darchula Municipality-1",,nepal_police,Flood,2021-08-29,Sudurpashchim,Darchula,Mahakali_Darchula,1,,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Flood at Dunhu Rural Municipality-3,,nepal_police,Flood,2021-08-29,Sudurpashchim,Darchula,Dunhu,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at dalla, Dunhu Rural Municipality-5",,nepal_police,Heavy Rainfall,2021-08-29,Sudurpashchim,Darchula,Dunhu,5,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Heavy Rainfall at okhal, Apihimal Rural Municipality-5",,nepal_police,Heavy Rainfall,2021-08-29,Sudurpashchim,Darchula,Apihimal,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at thada gholcjer, Marma Rural Municipality-1",,nepal_police,Landslide,2021-08-29,Sudurpashchim,Darchula,Marma,1,,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Bandevi, Ramgram Municipality-12",,nepal_police,Heavy Rainfall,2021-08-28,Lumbini,Nawalparasi West,Ramgram,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Heavy Rainfall at Amahawa, Pratappur Rural Municipality-3",,nepal_police,Heavy Rainfall,2021-08-28,Lumbini,Nawalparasi West,Pratappur,3,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Khopa, Harinas Rural Municipality-5",,nepal_police,Heavy Rainfall,2021-08-28,Gandaki,Syangja,Harinas,5,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Hardeni, Katari Municipality-11",,nepal_police,Heavy Rainfall,2021-08-28,Koshi,Udayapur,Katari,11,135000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Dogade, Godawari_Kailali Municipality-4",,nepal_police,Landslide,2021-08-28,Sudurpashchim,Kailali,Godawari_Kailali,4,150000,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Chaudandi, Kedarseu Rural Municipality-5",,nepal_police,Landslide,2021-08-28,Sudurpashchim,Bajhang,Kedarseu,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Kailash Nagar, Tansen Municipality-5",,nepal_police,Heavy Rainfall,2021-08-28,Lumbini,Palpa,Tansen,5,,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Jumri, Pyuthan Municipality-4",,nepal_police,Heavy Rainfall,2021-08-28,Lumbini,Pyuthan,Pyuthan,4,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at boradadi , Dhangadhi Submetropolitan City-3",,nepal_police,Flood,2021-08-28,Sudurpashchim,Kailali,Dhangadhi,3,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Yes,"Landslide at Matillo Char, Hupsekot Rural Municipality-4",,nepal_police,Landslide,2021-08-27,Gandaki,Nawalparasi East,Hupsekot,4,,0,0,1,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Ratnapur, Chandranagar Rural Municipality-1",,nepal_police,Heavy Rainfall,2021-08-27,Madhesh,Sarlahi,Chandranagar,1,100000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Milan Choke, Katari Municipality-2",,nepal_police,Landslide,2021-08-27,Koshi,Udayapur,Katari,2,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Gaida, Dullu Municipality-13",,nepal_police,Heavy Rainfall,2021-08-27,Karnali,Dailekh,Dullu,13,,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Chauraha, Kapilbastu Municipality-12",,nepal_police,Heavy Rainfall,2021-08-27,Lumbini,Kapilbastu,Kapilbastu,12,50000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Suiya, Thantikandh Rural Municipality-3",,nepal_police,Heavy Rainfall,2021-08-27,Karnali,Dailekh,Thantikandh,3,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Heavy Rainfall at Krishnapur Municipality-2,,nepal_police,Heavy Rainfall,2021-08-27,Sudurpashchim,Kanchanpur,Krishnapur,2,1140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Mathuriya, Chure Rural Municipality-6",,nepal_police,Heavy Rainfall,2021-08-27,Sudurpashchim,Kailali,Chure,6,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at Kothe pul, Godawari_Kailali Municipality-4",,nepal_police,Flood,2021-08-27,Sudurpashchim,Kailali,Godawari_Kailali,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Gopale, Chure Rural Municipality-5",,nepal_police,Heavy Rainfall,2021-08-27,Sudurpashchim,Kailali,Chure,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Inaruwa, Kaudena Rural Municipality-2",,nepal_police,Heavy Rainfall,2021-08-27,Madhesh,Sarlahi,Kaudena,2,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at jijhol, Bariyarpatti Rural Municipality-5",,nepal_police,Heavy Rainfall,2021-08-27,Madhesh,Siraha,Bariyarpatti,5,150000,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Heavy Rainfall at Nawarajpur Rural Municipality-4,,nepal_police,Heavy Rainfall,2021-08-27,Madhesh,Siraha,Nawarajpur,4,260000,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at Betauliya, Omsatiya Rural Municipality-4",,nepal_police,Flood,2021-08-27,Lumbini,Rupandehi,Omsatiya,4,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at Baki, Dangisharan Rural Municipality-1",,nepal_police,Flood,2021-08-27,Lumbini,Dang,Dangisharan,1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Turiya, Sunwal Municipality-4",,nepal_police,Heavy Rainfall,2021-08-27,Lumbini,Nawalparasi West,Sunwal,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
