Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured
Yes,"Fire at Kailashnagar, Tillotama Municipality-14",,nepal_police,Fire,2023-05-11,Lumbini,Rupandehi,Tillotama,14,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Rammapur, Tillotama Municipality-14",,nepal_police,Fire,2023-05-11,Lumbini,Rupandehi,Tillotama,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bakaspur, Rapti Sonari Rural Municipality-2",,nepal_police,Fire,2023-05-11,Lumbini,Banke,Rapti Sonari,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Siphal - Kutumbahal, Kageshwori Manahora Municipality-9",,nepal_police,Fire,2023-05-11,Bagmati,Kathmandu,Kageshwori Manahora,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nangkhel , Bhaktapur Municipality-9",,nepal_police,Fire,2023-05-11,Bagmati,Bhaktapur,Bhaktapur,9,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Laksebung, Phidim Municipality-11",,other,Fire,2023-05-11,Koshi,Panchthar,Phidim,11,,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Katahare , Rautamai Rural Municipality-7",,other,Fire,2023-05-11,Koshi,Udayapur,Rautamai,7,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Santhal , Barhadashi Rural Municipality-7",,other,Fire,2023-05-11,Koshi,Jhapa,Barhadashi,7,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Shyam Tole, Barhadashi Rural Municipality-7",,other,Fire,2023-05-11,Koshi,Jhapa,Barhadashi,7,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Aapgachhi , Barhadashi Rural Municipality-7",,other,Fire,2023-05-11,Koshi,Jhapa,Barhadashi,7,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Illam Municipality-12,,other,Fire,2023-05-11,Koshi,Ilam,Illam,12,1500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Shiva Mandir Tole , Molung Rural Municipality-1",,other,Fire,2023-05-11,Koshi,Okhaldhunga,Molung,1,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Mainawari, Belbari Municipality-8",,other,Fire,2023-05-11,Koshi,Morang,Belbari,8,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kukhurechaur , Netrawati Dabjong Rural Municipality-1",,other,Fire,2023-05-11,Bagmati,Dhading,Netrawati Dabjong,1,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Musahari Tole , Dhanusadham Municipality-3",,other,Fire,2023-05-11,Madhesh,Dhanusa,Dhanusadham,3,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Paterwa , Dhanusadham Municipality-3",,other,Forest Fire,2023-05-11,Madhesh,Dhanusa,Dhanusadham,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Boriya , Rajbiraj Municipality-16",,other,Fire,2023-05-11,Madhesh,Saptari,Rajbiraj,16,50000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Asam Tole , Jitpur Simara Submetropolitan City-17",,other,Fire,2023-05-11,Madhesh,Bara,Jitpur Simara,17,800000,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Salempur, Kabilasi Municipality-10",,other,Fire,2023-05-11,Madhesh,Sarlahi,Kabilasi,10,170000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Ghurmighat , Golbazar Municipality-7",,other,Animal Incidents,2023-05-11,Madhesh,Siraha,Golbazar,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,Fire at Golbazar Municipality-13,,other,Fire,2023-05-11,Madhesh,Siraha,Golbazar,13,50000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Fakchamara , Phedap Rural Municipality-3",,other,Fire,2023-05-11,Koshi,Terhathum,Phedap,3,1676600,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Inaruwa Municipality-8,,other,Fire,2023-05-11,Koshi,Sunsari,Inaruwa,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Kuse Rural Municipality-7,,other,Forest Fire,2023-05-11,Karnali,Jajarkot,Kuse,7,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kampsarod , Banfikot Rural Municipality-6",,other,Fire,2023-05-11,Karnali,Rukum West,Banfikot,6,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Barbardiya Municipality-7,,other,Fire,2023-05-11,Lumbini,Bardiya,Barbardiya,7,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kailasi , Barbardiya Municipality-7",,other,Fire,2023-05-11,Lumbini,Bardiya,Barbardiya,7,3330000,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Ghorahi Submetropolitan City-16,,other,Fire,2023-05-11,Lumbini,Dang,Ghorahi,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Aarupata , Pokhara Lekhnath Metropolitan City-28",,other,Forest Fire,2023-05-11,Gandaki,Kaski,Pokhara Lekhnath,28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Mannagar , Buddhabhumi Municipality-8",,other,Fire,2023-05-11,Lumbini,Kapilbastu,Buddhabhumi,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Baluwa, Buddhabhumi Municipality-8",,other,Fire,2023-05-11,Lumbini,Kapilbastu,Buddhabhumi,8,125000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sehari , Gauriganga Municipality-9",,other,Fire,2023-05-11,Sudurpashchim,Kailali,Gauriganga,9,400000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Gauriganga Municipality-9,,other,Fire,2023-05-11,Sudurpashchim,Kailali,Gauriganga,9,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Naagbeli Tole , Mechinagar Municipality-12",,nepal_police,Animal Incidents,2023-05-11,Koshi,Jhapa,Mechinagar,12,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Betini , Siddhicharan Municipality-10",,nepal_police,Forest Fire,2023-05-11,Koshi,Okhaldhunga,Siddhicharan,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sakela Tole, Halesi Tuwachung Municipality-11",,nepal_police,Fire,2023-05-11,Koshi,Khotang,Halesi Tuwachung,11,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Rupachaur, Ghorahi Submetropolitan City-5",,nepal_police,Fire,2023-05-11,Lumbini,Dang,Ghorahi,5,1250000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sigyon Tole, Rupani Rural Municipality-6",,nepal_police,Fire,2023-05-11,Madhesh,Saptari,Rupani,6,350000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Likuwapokhari - Narak Kaulchaur, Halesi Tuwachung Municipality-11",,nepal_police,Fire,2023-05-11,Koshi,Khotang,Halesi Tuwachung,11,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Narimala, Rautamai Rural Municipality-7",,nepal_police,Fire,2023-05-11,Koshi,Udayapur,Rautamai,7,474000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Padam Tamang , Mechinagar Municipality-1",,other,Fire,2023-05-10,Koshi,Jhapa,Mechinagar,1,95000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chamanchowk , Shuklaphanta National Park National Park-99",,other,Fire,2023-05-10,Sudurpashchim,Kanchanpur,Shuklaphanta National Park,99,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Purbi Tole, Golbazar Municipality-13",,nepal_police,Fire,2023-05-10,Madhesh,Siraha,Golbazar,13,73000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sankhu Tole , Belbari Municipality-8",,nepal_police,Fire,2023-05-10,Koshi,Morang,Belbari,8,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Lubhu , Konjyosom Rural Municipality-4",,nepal_police,Fire,2023-05-10,Bagmati,Lalitpur,Konjyosom,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,Forest Fire at Dhankuta Municipality-2,,nepal_police,Forest Fire,2023-05-10,Koshi,Dhankuta,Dhankuta,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Khidki Jiula, Mahabu Rural Municipality-2",,nepal_police,Forest Fire,2023-05-10,Karnali,Dailekh,Mahabu,2,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,3,6,0,0
Yes,"Fire at Ramghat , Pokhara Lekhnath Metropolitan City-12",,nepal_police,Fire,2023-05-10,Gandaki,Kaski,Pokhara Lekhnath,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Yes,"Forest Fire at Pakale, Bhumekasthan Municipality-7",,nepal_police,Forest Fire,2023-05-10,Lumbini,Arghakhanchi,Bhumekasthan,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Gauriganga Municipality-9,,nepal_police,Forest Fire,2023-05-10,Sudurpashchim,Kailali,Gauriganga,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Dharapani , Molung Rural Municipality-1",,nepal_police,Forest Fire,2023-05-10,Koshi,Okhaldhunga,Molung,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Aslewa- Deurali , Resunga Municipality-14",,nepal_police,Fire,2023-05-10,Lumbini,Gulmi,Resunga,14,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Rangedanda, Barhadashi Rural Municipality-7",,other,Fire,2023-05-10,Koshi,Jhapa,Barhadashi,7,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Bodhe , Dhankuta Municipality-2",,other,Forest Fire,2023-05-10,Koshi,Dhankuta,Dhankuta,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Thapa Gaau , Dhankuta Municipality-2",,other,Fire,2023-05-10,Koshi,Dhankuta,Dhankuta,2,1500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Rupani Rural Municipality-6,,other,Fire,2023-05-10,Madhesh,Saptari,Rupani,6,2000000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sitalpur , Kalaiya Submetropolitan City-12",,other,Fire,2023-05-10,Madhesh,Bara,Kalaiya,12,200000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Paras Tole , Jitpur Simara Submetropolitan City-17",,other,Fire,2023-05-10,Madhesh,Bara,Jitpur Simara,17,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Saaune , Molung Rural Municipality-1",,other,Forest Fire,2023-05-10,Koshi,Okhaldhunga,Molung,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Halesi Tuwachung Municipality-11,,other,Fire,2023-05-10,Koshi,Khotang,Halesi Tuwachung,11,300000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhadrapur Road , Barhadashi Rural Municipality-7",,other,Fire,2023-05-10,Koshi,Jhapa,Barhadashi,7,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Fulbariya , Khadak Municipality-10",,other,Fire,2023-05-10,Madhesh,Saptari,Khadak,10,127500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Rampur - Malhaniya , Hanumannagar Kankalini Municipality-14",,other,Fire,2023-05-10,Madhesh,Saptari,Hanumannagar Kankalini,14,4665000,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chamartoli , Dhanusadham Municipality-3",,other,Fire,2023-05-10,Madhesh,Dhanusa,Dhanusadham,3,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bramapur , Rupani Rural Municipality-6",,other,Fire,2023-05-10,Madhesh,Saptari,Rupani,6,56000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Kageshwori Manahora Municipality-9,,other,Forest Fire,2023-05-10,Bagmati,Kathmandu,Kageshwori Manahora,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kusaha , Golbazar Municipality-13",,other,Fire,2023-05-10,Madhesh,Siraha,Golbazar,13,3000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Mahabu Rural Municipality-2,,other,Forest Fire,2023-05-10,Karnali,Dailekh,Mahabu,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Ghorahi Submetropolitan City-5,,other,Fire,2023-05-10,Lumbini,Dang,Ghorahi,5,1840000,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Naulapani , Bhumekasthan Municipality-7",,other,Forest Fire,2023-05-10,Lumbini,Arghakhanchi,Bhumekasthan,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Bhumekasthan Municipality-7,,other,Forest Fire,2023-05-10,Lumbini,Arghakhanchi,Bhumekasthan,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pipari , Buddhabhumi Municipality-8",,other,Fire,2023-05-10,Lumbini,Kapilbastu,Buddhabhumi,8,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Simalgauda , Bhirkot Municipality-8",,other,Fire,2023-05-10,Gandaki,Syangja,Bhirkot,8,1029000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Wind storm at Deukhuri , Machhapuchchhre Rural Municipality-2",,other,Wind Storm,2023-05-10,Gandaki,Kaski,Machhapuchchhre,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Amile Pakha , Kamalamai Municipality-5",,other,Fire,2023-05-10,Bagmati,Sindhuli,Kamalamai,5,1901600,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Manebhateri , Bigu Rural Municipality-1",,other,Fire,2023-05-10,Bagmati,Dolakha,Bigu,1,1015000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nunthali , Jugal Rural Municipality-2",,other,Fire,2023-05-10,Bagmati,Sindhupalchok,Jugal,2,200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kalupande Samadhi Sthal - Naikap , Kageshwori Manahora Municipality-9",,other,Fire,2023-05-10,Bagmati,Kathmandu,Kageshwori Manahora,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Suryodaya Municipality-14,,nepal_police,Fire,2023-05-10,Koshi,Ilam,Suryodaya,14,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Suryodaya Municipality-14,,nepal_police,Fire,2023-05-10,Koshi,Ilam,Suryodaya,14,150000,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nayakharka, Bigu Rural Municipality-1",,nepal_police,Fire,2023-05-10,Bagmati,Dolakha,Bigu,1,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sundarnagar Tole , Bhojpur Municipality-11",,other,Fire,2023-05-10,Koshi,Bhojpur,Bhojpur,11,358000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Golchowk , Golbazar Municipality-13",,other,Fire,2023-05-09,Madhesh,Siraha,Golbazar,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jwaithum , Bhumekasthan Municipality-7",,other,Fire,2023-05-09,Lumbini,Arghakhanchi,Bhumekasthan,7,330000,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Sankata Mandir , Kathmandu Metropolitan City-28",,other,Fire,2023-05-09,Bagmati,Kathmandu,Kathmandu,28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dumkhim , Molung Rural Municipality-1",,other,Fire,2023-05-09,Koshi,Okhaldhunga,Molung,1,284000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Arkhalabaad, Waling Municipality-14",,other,Fire,2023-05-09,Gandaki,Syangja,Waling,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chabahil Stupa , Kageshwori Manahora Municipality-9",,other,Fire,2023-05-09,Bagmati,Kathmandu,Kageshwori Manahora,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0
Yes,"Fire at Bhotesali , Roshi Rural Municipality-12",,other,Fire,2023-05-09,Bagmati,Kavrepalanchok,Roshi,12,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Matena , Kamalbazar Municipality-7",,other,Fire,2023-05-09,Sudurpashchim,Achham,Kamalbazar,7,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Molung Rural Municipality-1,,other,Forest Fire,2023-05-09,Koshi,Okhaldhunga,Molung,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sivachowk , Inaruwa Municipality-8",,other,Fire,2023-05-09,Koshi,Sunsari,Inaruwa,8,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pal Tole , Inaruwa Municipality-8",,other,Fire,2023-05-09,Koshi,Sunsari,Inaruwa,8,350000,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dhakmulung , Khumbupasanglahmu Rural Municipality-3",,other,Fire,2023-05-09,Koshi,Solukhumbu,Khumbupasanglahmu,3,300000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Miyagaau, Bhumekasthan Municipality-7",,other,Fire,2023-05-09,Lumbini,Arghakhanchi,Bhumekasthan,7,,0,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Inaruwa Municipality-8,,other,Fire,2023-05-09,Koshi,Sunsari,Inaruwa,8,500000,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Segidahar , Mathagadhi Rural Municipality-1",,other,Fire,2023-05-09,Lumbini,Palpa,Mathagadhi,1,4800000,0,0,3,3,1,7,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
Yes,"Forest Fire at Kwadi , Pyuthan Municipality-7",,other,Forest Fire,2023-05-09,Lumbini,Pyuthan,Pyuthan,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dangriwang , Putha Uttarganga Rural Municipality-4",,other,Fire,2023-05-09,Lumbini,Rukum East,Putha Uttarganga,4,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chorpani , Pyuthan Municipality-7",,other,Fire,2023-05-09,Lumbini,Pyuthan,Pyuthan,7,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Aadhabhar , Kamalamai Municipality-5",,other,Fire,2023-05-09,Bagmati,Sindhuli,Kamalamai,5,900000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhagawanpur , Simraungadh Municipality-11",,other,Fire,2023-05-09,Madhesh,Bara,Simraungadh,11,150000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sharanpur , Kageshwori Manahora Municipality-9",,other,Fire,2023-05-09,Bagmati,Kathmandu,Kageshwori Manahora,9,12500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Karki Tole , Rautamai Rural Municipality-7",,other,Animal Incidents,2023-05-09,Koshi,Udayapur,Rautamai,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Gauri Gaau , Haripur Municipality-3",,other,Fire,2023-05-09,Madhesh,Sarlahi,Haripur,3,1300000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Thori Rural Municipality-5,,other,Fire,2023-05-09,Madhesh,Parsa,Thori,5,150000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dumrebote , Halesi Tuwachung Municipality-11",,other,Fire,2023-05-09,Koshi,Khotang,Halesi Tuwachung,11,2166000,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Shambhunath Mela , Rupani Rural Municipality-6",,other,Fire,2023-05-09,Madhesh,Saptari,Rupani,6,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Molung Rural Municipality-1,,other,Forest Fire,2023-05-09,Koshi,Okhaldhunga,Molung,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Baksa , Molung Rural Municipality-1",,other,Forest Fire,2023-05-09,Koshi,Okhaldhunga,Molung,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gobardiya , Ghorahi Submetropolitan City-5",,other,Fire,2023-05-09,Lumbini,Dang,Ghorahi,5,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Garamuni , Barhadashi Rural Municipality-7",,other,Animal Incidents,2023-05-09,Koshi,Jhapa,Barhadashi,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Jamindhar Tole , Jitpur Simara Submetropolitan City-17",,other,Fire,2023-05-09,Madhesh,Bara,Jitpur Simara,17,100000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Singaul , Jitpur Simara Submetropolitan City-17",,other,Fire,2023-05-09,Madhesh,Bara,Jitpur Simara,17,410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Laukaha Tole , Brindaban Municipality-6",,other,Fire,2023-05-09,Madhesh,Rautahat,Brindaban,6,100000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Iname, Triyuga Municipality-15",,nepal_police,Fire,2023-05-09,Koshi,Udayapur,Triyuga,15,200000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Narimala, Rautamai Rural Municipality-7",,nepal_police,Fire,2023-05-09,Koshi,Udayapur,Rautamai,7,300000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gobinda Tole , Rupani Rural Municipality-6",,other,Fire,2023-05-08,Madhesh,Saptari,Rupani,6,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Khairwa, Haripur Municipality-3",,other,Fire,2023-05-08,Madhesh,Sarlahi,Haripur,3,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chauraha Bazar , Shikhar Municipality-2",,other,Fire,2023-05-08,Sudurpashchim,Doti,Shikhar,2,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chhataun , Balara Municipality-11",,other,Fire,2023-05-08,Madhesh,Sarlahi,Balara,11,1100000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Forest Fire at Jhagarpur, Molung Rural Municipality-1",,other,Forest Fire,2023-05-08,Koshi,Okhaldhunga,Molung,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Moli , Molung Rural Municipality-1",,other,Forest Fire,2023-05-08,Koshi,Okhaldhunga,Molung,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
